sample_id,text,implicit_sentiment,sarcasm,irony,idiom_figurative,code_switching,mocking,polarity,emotion,split,source_dataset
fresh_visobert_06094,ừa thì thích năm quen ngày =)),1,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02070,đinh công thành haha,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06075,"Chỉ có điểm trừ là chai nhựa,hạn sử dụng xa",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08670,Làm lãng công bảo sao giãy chết đành đạch,1,0,0,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_07869,"ứng dụng học monkey gì unior rất hay,hy vọng monkeys phát triển thêm tính năng thu âm giọng đọc của bé và đánh giá xem bé đã đọc đúng chưa,phát hiện ra nỗi sai và sửa nỗi sai cho bé thì phần mềm này càng tuyệt vời hơn nữa",0,1,1,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10490,TUYỂN NV ĐI LÀM NGAY,0,0,0,0,0,0,positive,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_01395,khổ thân cmt like top,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03088,hông tụi tui nghỉ má thắng thắng puồi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06980,"Theo thông báo của Sở GD-ĐT Hà Nội, lịch nghỉ lễ giỗ Tổ Hùng Vương, ngày Giải phóng miền Nam, thống nhất đất nước -4 và ngày Quốc tế lao động -5 các đơn vị, trường học thực hiện lịch nghỉ cố định ngày/tuần vào thứ Bảy, Chủ nhật thì được nghỉ từ ngày 9-4 đến hết ngày -5-. Tổng số ngày nghỉ là 5 ngày.",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04252,đầu tóc mái hất hất cơ 😂 😂 😂,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02032,phố bolsa bịa đặt đồn thất thiệt phét lác cặc trần dần ngưu tầm mưu mã tầm mã,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05671,nhân viên hàng tiếp xúc gia đình gđ hàng xóm rừng 🤦 🏼 ♀,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06246,Lai Phương xg đi r hẹn kai nhẹ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11257,ok em rất mong em sẽ ủng hộ Thanks,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03805,quang nam nghĩa đấy vs ng,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10208,Còn trai bạn ơi,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00124,Thy muốn giảm mỡ k,0,0,0,0,0,0,positive,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_10534,"Xịn xò lắm nha, hóng mãi từ bữa đặt tới giờ shop gói hàng cũng chu đáo nữa ko bị méo đồ hihi",1,1,0,0,1,1,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_09456,Bạch Minh m cũng đang trẻ ra đó đa,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06183,"Về ở với con mẹ ơi, con mất mẹ rồi cần lắm một người như mẹ",1,0,0,1,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_11523,Ông Độ sắp có vê lóc mọi người ơi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01883,giang hồ kêu thuốc lào thanh hóa bao phê,1,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02799,buồn lo lắng dich bệnh trần dần tấu hài xong tinh thần phấn chấn danh hài đươc yêu thích,0,0,0,1,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10008,Thay khong mua khong đuoc duong,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07606,Tới quảng cáo coi cũng hay nữa quý dzị😌😌,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_08524,Nguyễn Thị Xuân Nhi tui k thấy j hết .k thấy j hết hihi,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05434,hoàng thiện tks,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11060,"Bé hạt tiêu thật mọi người ạ, tay mình khá bé nhưng mà dùng chú này cũng hơi cấn cấn tay",1,0,1,0,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_10169,Bú vừa thôi ông ạ,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00809,kenny you bảo gà abe,1,0,0,0,1,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_08213,PI thủ tính thổi giá,0,0,0,0,0,0,positive,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_01548,loáng thoáng buồn ngủ má mày đụ,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_01441,poppy is the best,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10528,bộ phim đầu tiên làm tao khóc thành tiếng,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01743,tóc nè đẹp hơm mí,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05792,thầy đổi thành 78,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01795,lạc trôi )),0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06751,Văn Tú vòng tuần hoàn của tui với bà,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06396,Hàng giao đúng hình.chất lượng tốt. M đã đặt rất nhìu khăn từ shop,1,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11434,Rio said :bella ciao,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09066,Trùng sn mk luôn ạ :,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01352,tuan duong alo alo,0,0,0,0,0,0,negative,fear,train,SEACrowd/ViSoBERT
fresh_visobert_02558,hahaa cừi ỉa,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10267,góc nghiêng khá ổn nhỉ hehehe :D,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_08437,96565 mã tặng,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08871,I love you chi ❤💜❤💜❤💜,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_08706,"người ta hít keo, còn Tloo chỉ người ta hít cức :V",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03894,mù mắt thầy,0,0,0,0,0,0,negative,anger,train,SEACrowd/ViSoBERT
fresh_visobert_11783,May di wua dai loan kiem no o dau tp len mang noi cho dung len thanh pho kiem dau ra cao long ba noi,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00887,cao bằng bọn đu suốt a độ said,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00784,nàng cạnh tui,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_02697,nói tục lắm tu đỡ nghiệp,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06521,Quan trọng là học ở New Zealand. Đất lành sinh trái ngọt nè 🎉🎉,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07351,Mấy chị này chắc đi từ Bình Dương,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02936,thầy quang game ghê chết đầu,0,0,0,0,1,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_01197,đánh chết cụ mấy tg nhà báo láo lz nta đéo cố hành cặc động dm mấy tg nhà báo tốt nghiệp ttgdtx quy củ đb đánh chết,1,0,0,0,0,1,neutral,anger,train,SEACrowd/ViSoBERT
fresh_visobert_11306,"Không biết thế nào nhưng ý kiến cá nhân thôi. Hồi đi học quân sự tôi cũng nhịn cả tuần vậy và hỏi thì cũng hầu như rất ít người đi, cuối tuần về nhà mới đi. Mà cũng ko thấy buồn mấy chứ nếu ở nhà hôm ko đi là khó chịu vl rồi. Có thể họ có bỏ thuốc đông giúp bạn chịu đựng vào thức ăn 😃 vì một đợt học như vậy tới cả nghìn người mà ai ngày nào cũng đi vô cái nhà VS đó thì chắc đc mấy hôm là tràn luôn nếu ko hút chứ chứa đâu cho nổi :V",0,1,1,1,0,1,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_11763,Có sao đâu mà xin cánh tay của anh em lội ở thái hà huỳnh thúc kháng nào,1,1,1,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_09147,Quả tóc giống cái bà độc ác trong chú chó đốm :)),1,1,0,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_11316,spa cá hồi 9449699,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03387,cực kỳ thuyết phục )),0,0,0,1,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09414,Thỏ này giá bao nhiêu đấy cj💁❤,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02593,mấy thằg cặc não cức,0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_05137,bố cáu cặc bám váy đàn bà,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05670,ủng hộ án tử đc áp dụng tội luật hiến pháp quy định hây trở lại tội tham nhũng phản quốc dung túng ngoại xâm mua thiết bị quân sự,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02810,toàna tế ))),0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_05889,sau em này mà làm cô giáo ngồi kể chuyện hs lại há mồm ra nghe 😁,1,0,1,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06729,Thuydung Do làm j cũng bị soi nói đó m,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10740,Nhìn giống hình thờ quá,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07216,Dương Thị Quyên cuối tuần đi học là sợ lắm,0,0,0,0,0,0,negative,fear,train,SEACrowd/ViSoBERT
fresh_visobert_06417,Cảm ơn Lữ Thị Hoài Thu đã dành thời gian chia sẻ cảm nhận cùng TRESemmé. Mong bạn sẽ luôn ủng hộ và đồng hành cùng TRESemmé nhé <,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02126,đả cẩu bổng pháp tổng chủ triển khai vô cùng lợi hại,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10703,Ngụy Tử team mình làm bài ca biên phiên dịch hong :))))),1,1,0,0,1,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_01790,hello mấy đứa thầy 🤣 🤣 🤣,0,0,0,0,1,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03147,edit vô coi cười sặc,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02128,bắt ta đứng dậy múa đường quyền 🤣 ❤ 💪,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_08852,"l=[i for i in range(t,t+) if i%==]",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06267,chất vải gỉ vây,1,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04888,ngộ hồi xưa nghèo tiền vàng chết hết sức mâu thuẫn,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01378,hởi toàn thể 9 trịu dân vn truy tìm kẻ khốn nạn đây tiền thúê cặc chúg ta góp phục vụ đất nước trộm đậu móa nổi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02493,câu cữa miệng má đụ má,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_04887,lũ bán nước bận cặc lồn,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02575,thua án phí film,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08775,"Thật sự xinh lắm mọi người ạ. Mình đặt 2 em này , giao hàng nhanh và đóng gói cực kì cẩn thận. Cám ơn shop và sẽ ủng hộ nữa ạ.🥰🥰",0,0,0,1,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06572,dạ em không có ý kiến về vấn đề này .,0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_10157,"Nếu như môn nào thật sự không thể học online thì mình khá chắc giảng viên họ cũng tự thấy điều đó, họ không thể giảng online, họ cũng mạnh dạn huỷ môn.",0,0,0,1,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08421,Chuyện xui rủi chắc tui muốn pà ơi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05381,dien nek 8556986,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02701,huy hoàng hà trang,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_09907,Moi em dinh gì kia,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01528,kim tiêm hahahahaha,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04185,cười sặc cơm,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07162,Phoenix: Bookmark vụ này. : Cùng lắm biểu tình đốt trường :v,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07675,Fio nhiệt huyết t chọt cho rụng trứng dái,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06921,Nó muốn dc show hàng đó mà,1,0,1,0,1,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_04830,vn chửa free chính phủ lo nước ngoài chửa niềm ak chả nước ngoài chửa free dân,0,0,0,0,1,0,negative,fear,train,SEACrowd/ViSoBERT
fresh_visobert_07429,Em oi khpng gui cho chi a sao ma nau the ha em hay quen roi,0,0,0,0,1,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_11059,"Tui đã từng làm công nhân hết mấy năm trời ,tui chưa từng gặp cảnh này",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09047,Mặt bà nhìn giống muốn mắc ỉa nhưng vẫn phải ng live😁😁😁,1,1,1,0,1,1,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10075,"aaaaaa, e cho chị, mạng hơi giật , mờ quá ạ",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08738,Đặt hàng liên hệ,0,0,0,0,1,0,positive,other,train,SEACrowd/ViSoBERT
fresh_visobert_02647,hoài thương khúc thik kìa,0,0,0,0,0,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_11711,Kriknak đc mvp bại mà anh,1,0,1,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_06341,A nghĩ sao về quan hệ đồng tính,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07111,Nguyen Nhung e kiu Hoa nôp hsơ ne. Co chi.nhanh ơ bphươc ne,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09876,Tạm biệt tuổi thơ của toi 😞,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_08964,Kèo nhẹ nhàng nhé. Ăn 5 mạng like + chia sẻ nhé a nhận k a,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07090,"Xe có bh hết xăng đâu, nên là 😔",0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_01243,tham gia chống covid 9 nha <,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06578,Khăn đẹp đúng màu còn hơi ngắn chất lượng tốt khắn xinh xinh tốt,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_10666,Bộ nồi vàng bao nhiu ạ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10242,Lê Phú Cường,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10247,rANG LÊN RẤT NGON,0,0,0,0,1,0,positive,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_07986,Nón nào vịnh hạ,0,0,0,0,0,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_08627,Đây quả là cuốn sách hay dù mk chưa có cơ hội đc đọc ^_^,1,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03000,cứu nhân độ thế tụi quân bây tao ))))))),0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05609,nguyễn bá quang mấy bò )) cặc tưởng hài hước,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11595,Cô Út ch noi dung roi lon tuoi roi con chau nuoi co sao dau .chi co tre an bam ba gia moi dang noi chu,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02350,ăn mặc riết má,0,0,0,0,0,0,negative,anger,train,SEACrowd/ViSoBERT
fresh_visobert_01320,idol khỏe mạnh mừng,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09814,Lo mà kím chồng ik Chị ơi,1,0,1,0,0,1,negative,fear,train,SEACrowd/ViSoBERT
fresh_visobert_01246,hoạc link vs,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01149,chi giau dep gai noi chi ke ho chi giau,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01600,bệnh nhân 7 nôi cặc lây bệnh,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11082,chị em mình giờ nói ít thôi haha,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_07836,Trần Hà chị ơi Hình ảnh quen quá,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10632,Kệ đi mn cứ chửi ngta nv c My đọc đk sẽ buồn lắm đấy. Đừng qtam lời họ nói 😊,0,0,0,0,1,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_01900,hùng ngô haha chuẩn đấy,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_04544,non nguoi hue kg phai bac ky,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_06738,"Nội chiến .. tạo cơ hội cho những kẻ xâm lược ""ngư ông đắc lợi"" Đoàn kết là sức mạnh.",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02600,thấm lắm biến cố phí phạm thanh xuân,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02705,ngoại tình thầy mẫu mực,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_09801,"Đoạn lương thấp thì mình hết sức thông cảm vs bạncòn nhàn thế thì sướng quá còn gì, tôi làm Nn lương thấp mà việc cả đống đây này 🤣🤣",1,1,1,0,0,1,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_01742,khổ nè nga chất kho đạn,1,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02639,tụi xoay chong chong hà sách vở tụi thua,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01322,nghi vu khống ))),0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06951,Chỉ là tình cờ thôi mà,1,0,1,0,0,0,neutral,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_02632,nói chuyện ngọt ngào dễ thương nói chuyện nhỏ nhẹ đanh đá,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_01833,trơi cưg mún chết chất phát quá trời,1,0,0,1,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_06631,Cứ nghe từ chúc chích là lại thấy dễ thương vl :)),1,1,0,1,0,1,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00557,nguyễn quốc an giọt suối tinh khiết,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07757,Chị Na ơi hãy cho em lần trúng xổ xố < < < Mong được c Hanah tặng quà để được mãi xinh đẹp như c Naaaa,0,0,0,1,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02090,dlv đòi link đòi xác minh,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09116,Thanh Nguyen Kien triệu hồi linh thú 🤣🤣,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_08015,Hà tag đúng cái quá :>,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_00920,co lon dau ma chui cặc lon mieng thang be de thui,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_02456,vãi ui =)))))))))))))))))),1,1,0,1,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_02177,đoạn sai sai ta tưởng mụ phù thủy hóa thành gái xinh đẹp sống chàng trai ai ngờ hóa thành trai to lực lưỡng,1,0,1,0,0,0,positive,surprise,train,SEACrowd/ViSoBERT
fresh_visobert_08127,Top những cô gái cần được bảo tồn:,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05457,mua chai ve sịt nhứ má quần què ngu ghê,1,0,0,0,0,1,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_00513,giáo án ma phi te thầy bổ ích,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10431,"Em này, k hay nhưng phá game giỏi :D",0,0,1,0,1,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_01822,linh cần thơ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_05784,nói chuyện cưng,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_03187,tưởng tưởng cc tưởng nhớ má sống đm,1,0,0,0,0,1,negative,anger,train,SEACrowd/ViSoBERT
fresh_visobert_11898,Chi ba 🍌🍌🍌🍌🍌🦷🦷🦷,0,0,0,0,0,0,neutral,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_01095,doanh nghiệp đề nghị chính quyền đề nghị,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_11207,"Nhớ hình như có lần Đen bảo là xăm con mắt phía sau để nhắc nhở là sống phải biết nhìn trước ngó sau thì phải, không nhớ rõ lắm.",0,0,0,1,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_06588,"mấy mẹ có bồ cũ thì cũng đòi ở chung, ôm ấp đồ. tới lượt bạn trai thì lại để tâm mấy cái đó. sao mà phi logic, tiêu chuẩn kép quá vậy",1,1,1,0,0,1,positive,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_05212,tiêp xúc hơi,0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_07521,Ngô Bảo sao mieu ta giong em qa 😅😅😅,1,0,0,0,0,1,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_04423,đinh huyền trang ido hahaa,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_08349,Hải Namm cơ hội để bức phá thu nhập nè e,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09010,"Không tặng hoa súng là dở rồi, tôi thì cứ mỗi dịp lễ là lại tặng vợ bông hoa súng",0,0,0,0,0,0,negative,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_01983,lót dép hóng trọng tài,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_09939,Minh muon mua cai 7 plus voi cai samsung a7 6 nho shop tu van 978678,0,0,0,0,1,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_09981,E nge noi chi cua e cua chi co hk chu chi co cai lon gi,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_10256,Này đuổi luôn từ lúc chửi khách lần rồi chứ,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_03192,like hiếu giới tính kinh tế làm ăn giàu có tử tế bản lĩnh tự do tài chính ok 💝 💝 💝 💝 💝,0,0,0,0,1,0,neutral,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_07032,một cái ỉn mông xong hết 😂😂😂 dăm ba cái võ thuật 😂😂😂🤣🤣🤣,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_05714,học dối học giả kiến thức nông cạn phát biểu nông nỗi japan technology thương hiệu toàn cầu chê bai ảnh hưởng quan hệ hữu nghị hợp tác đối tác nhật bản cặc lý đằng nầy công nghệ thối made in hà nội lợi ích tiền thuế dân đổ hàng tỷ bạc thối thối,0,0,0,0,0,0,neutral,sadness,train,SEACrowd/ViSoBERT
fresh_visobert_03695,nhàn lê nghe nghiện giai điệu lạ vui tai cảm hẳn jack,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_02443,chủ tịch ghê,0,0,0,0,0,0,negative,disgust,train,SEACrowd/ViSoBERT
fresh_visobert_04593,a chip già,0,0,0,0,1,0,negative,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_00318,nguyen ngoc tam gia phú,0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_01876,vân kiều oke,0,0,0,0,0,0,positive,enjoyment,train,SEACrowd/ViSoBERT
fresh_visobert_09521,"nói đúng lắm thầy. mấy người đó bỏ qua đi, hết thuốc rồi",0,0,0,0,0,0,neutral,other,train,SEACrowd/ViSoBERT
fresh_visobert_07608,"Có bạn nữ nào tình nguyện theo mình không, bây giờ mình cũng chưa có gì như anh ta nhưng sau vài năm nữa thì mình cũng chưa biết thế nào 🤣",1,1,1,1,0,1,neutral,enjoyment,train,SEACrowd/ViSoBERT
