sample_id,is_sarcasm_positive,positive_selected_for_budget,sarcasm_target_mask,rationale_loss_mask
fresh_visobert_04920,0,0,1,1
fresh_visobert_07424,0,0,1,1
fresh_visobert_06637,0,0,1,1
fresh_visobert_00226,0,0,1,1
fresh_visobert_01210,0,0,1,1
fresh_visobert_05728,0,0,1,1
fresh_visobert_07766,1,1,1,1
fresh_visobert_01887,0,0,1,1
fresh_visobert_10645,0,0,1,1
fresh_visobert_10567,0,0,1,1
fresh_visobert_10337,0,0,1,1
fresh_visobert_00030,0,0,1,1
fresh_visobert_03472,0,0,1,1
fresh_visobert_10879,0,0,1,1
fresh_visobert_06497,0,0,1,1
fresh_visobert_10654,1,0,0,0
fresh_visobert_05904,0,0,1,1
fresh_visobert_05294,0,0,1,1
fresh_visobert_04201,0,0,1,1
fresh_visobert_10265,0,0,1,1
fresh_visobert_11979,0,0,1,1
fresh_visobert_00716,0,0,1,1
fresh_visobert_01214,0,0,1,1
fresh_visobert_05776,0,0,1,1
fresh_visobert_07407,1,1,1,1
fresh_visobert_10845,0,0,1,1
fresh_visobert_09271,0,0,1,1
fresh_visobert_08416,0,0,1,1
fresh_visobert_00319,0,0,1,1
fresh_visobert_02919,0,0,1,1
fresh_visobert_11215,1,1,1,1
fresh_visobert_06488,0,0,1,1
fresh_visobert_08774,0,0,1,1
fresh_visobert_09483,0,0,1,1
fresh_visobert_09324,0,0,1,1
fresh_visobert_03850,0,0,1,1
fresh_visobert_04305,0,0,1,1
fresh_visobert_05490,0,0,1,1
fresh_visobert_02197,0,0,1,1
fresh_visobert_08776,0,0,1,1
fresh_visobert_03350,0,0,1,1
fresh_visobert_09793,0,0,1,1
fresh_visobert_02858,0,0,1,1
fresh_visobert_10254,0,0,1,1
fresh_visobert_05589,0,0,1,1
fresh_visobert_07176,0,0,1,1
fresh_visobert_02638,0,0,1,1
fresh_visobert_01557,0,0,1,1
fresh_visobert_05918,0,0,1,1
fresh_visobert_09148,0,0,1,1
fresh_visobert_09296,0,0,1,1
fresh_visobert_06868,0,0,1,1
fresh_visobert_11397,0,0,1,1
fresh_visobert_07181,0,0,1,1
fresh_visobert_09167,1,0,0,0
fresh_visobert_08708,0,0,1,1
fresh_visobert_02842,0,0,1,1
fresh_visobert_02617,0,0,1,1
fresh_visobert_11691,0,0,1,1
fresh_visobert_03467,0,0,1,1
fresh_visobert_05099,0,0,1,1
fresh_visobert_00411,0,0,1,1
fresh_visobert_06256,0,0,1,1
fresh_visobert_03031,0,0,1,1
fresh_visobert_03828,0,0,1,1
fresh_visobert_11891,0,0,1,1
fresh_visobert_05063,0,0,1,1
fresh_visobert_06456,0,0,1,1
fresh_visobert_08781,0,0,1,1
fresh_visobert_10011,1,0,0,0
fresh_visobert_05926,0,0,1,1
fresh_visobert_10463,0,0,1,1
fresh_visobert_06697,0,0,1,1
fresh_visobert_00962,0,0,1,1
fresh_visobert_08442,0,0,1,1
fresh_visobert_07535,0,0,1,1
fresh_visobert_03757,0,0,1,1
fresh_visobert_00036,0,0,1,1
fresh_visobert_10434,0,0,1,1
fresh_visobert_07768,0,0,1,1
fresh_visobert_04471,0,0,1,1
fresh_visobert_02358,0,0,1,1
fresh_visobert_07701,0,0,1,1
fresh_visobert_01741,0,0,1,1
fresh_visobert_03596,0,0,1,1
fresh_visobert_11497,0,0,1,1
fresh_visobert_09809,0,0,1,1
fresh_visobert_10744,0,0,1,1
fresh_visobert_06356,0,0,1,1
fresh_visobert_09610,0,0,1,1
fresh_visobert_10965,0,0,1,1
fresh_visobert_01950,0,0,1,1
fresh_visobert_11594,0,0,1,1
fresh_visobert_11942,0,0,1,1
fresh_visobert_01953,0,0,1,1
fresh_visobert_07488,0,0,1,1
fresh_visobert_11573,0,0,1,1
fresh_visobert_07936,0,0,1,1
fresh_visobert_04982,0,0,1,1
fresh_visobert_01911,0,0,1,1
fresh_visobert_08277,0,0,1,1
fresh_visobert_01284,0,0,1,1
fresh_visobert_11625,0,0,1,1
fresh_visobert_01421,0,0,1,1
fresh_visobert_08703,0,0,1,1
fresh_visobert_01014,0,0,1,1
fresh_visobert_08166,0,0,1,1
fresh_visobert_05117,0,0,1,1
fresh_visobert_10296,0,0,1,1
fresh_visobert_01315,0,0,1,1
fresh_visobert_11266,0,0,1,1
fresh_visobert_06342,0,0,1,1
fresh_visobert_01988,0,0,1,1
fresh_visobert_08624,1,0,0,0
fresh_visobert_06752,0,0,1,1
fresh_visobert_00311,0,0,1,1
fresh_visobert_10323,0,0,1,1
fresh_visobert_04672,0,0,1,1
fresh_visobert_03862,0,0,1,1
fresh_visobert_09051,0,0,1,1
fresh_visobert_11596,0,0,1,1
fresh_visobert_08286,0,0,1,1
fresh_visobert_03726,0,0,1,1
fresh_visobert_05419,0,0,1,1
fresh_visobert_02482,0,0,1,1
fresh_visobert_04805,0,0,1,1
fresh_visobert_06718,0,0,1,1
fresh_visobert_10781,0,0,1,1
fresh_visobert_02489,0,0,1,1
fresh_visobert_09432,0,0,1,1
fresh_visobert_05340,0,0,1,1
fresh_visobert_05998,0,0,1,1
fresh_visobert_09425,0,0,1,1
fresh_visobert_07113,0,0,1,1
fresh_visobert_11182,0,0,1,1
fresh_visobert_00383,1,0,0,0
fresh_visobert_09362,0,0,1,1
fresh_visobert_08547,0,0,1,1
fresh_visobert_08201,0,0,1,1
fresh_visobert_03251,0,0,1,1
fresh_visobert_00441,0,0,1,1
fresh_visobert_05032,0,0,1,1
fresh_visobert_03616,0,0,1,1
fresh_visobert_08169,0,0,1,1
fresh_visobert_10414,0,0,1,1
fresh_visobert_02683,0,0,1,1
fresh_visobert_08490,0,0,1,1
fresh_visobert_04847,0,0,1,1
fresh_visobert_08574,0,0,1,1
fresh_visobert_02133,0,0,1,1
fresh_visobert_08804,0,0,1,1
fresh_visobert_01611,0,0,1,1
fresh_visobert_00899,0,0,1,1
fresh_visobert_09553,0,0,1,1
fresh_visobert_07062,0,0,1,1
fresh_visobert_09433,0,0,1,1
fresh_visobert_05837,0,0,1,1
fresh_visobert_06623,0,0,1,1
fresh_visobert_08324,0,0,1,1
fresh_visobert_10997,0,0,1,1
fresh_visobert_11517,0,0,1,1
fresh_visobert_05854,0,0,1,1
fresh_visobert_02662,0,0,1,1
fresh_visobert_11567,0,0,1,1
fresh_visobert_06255,0,0,1,1
fresh_visobert_08296,1,0,0,0
fresh_visobert_05616,0,0,1,1
fresh_visobert_07775,0,0,1,1
fresh_visobert_01346,0,0,1,1
fresh_visobert_07951,0,0,1,1
fresh_visobert_09320,0,0,1,1
fresh_visobert_09545,0,0,1,1
fresh_visobert_05452,0,0,1,1
fresh_visobert_03213,0,0,1,1
fresh_visobert_11166,0,0,1,1
fresh_visobert_09566,0,0,1,1
fresh_visobert_09366,0,0,1,1
fresh_visobert_04225,0,0,1,1
fresh_visobert_06672,0,0,1,1
fresh_visobert_00168,0,0,1,1
fresh_visobert_09290,0,0,1,1
fresh_visobert_11821,0,0,1,1
fresh_visobert_03788,0,0,1,1
fresh_visobert_02023,0,0,1,1
fresh_visobert_07097,0,0,1,1
fresh_visobert_05898,0,0,1,1
fresh_visobert_11162,0,0,1,1
fresh_visobert_09705,0,0,1,1
fresh_visobert_09647,0,0,1,1
fresh_visobert_09062,0,0,1,1
fresh_visobert_07607,0,0,1,1
fresh_visobert_07131,0,0,1,1
fresh_visobert_10594,0,0,1,1
fresh_visobert_01559,0,0,1,1
fresh_visobert_09326,0,0,1,1
fresh_visobert_00929,0,0,1,1
fresh_visobert_05460,0,0,1,1
fresh_visobert_08948,0,0,1,1
fresh_visobert_05679,0,0,1,1
fresh_visobert_08733,0,0,1,1
fresh_visobert_11519,0,0,1,1
fresh_visobert_10047,0,0,1,1
fresh_visobert_00855,0,0,1,1
fresh_visobert_10797,0,0,1,1
fresh_visobert_10794,0,0,1,1
fresh_visobert_03898,0,0,1,1
fresh_visobert_02374,0,0,1,1
fresh_visobert_03550,0,0,1,1
fresh_visobert_00729,0,0,1,1
fresh_visobert_07477,1,0,0,0
fresh_visobert_00417,0,0,1,1
fresh_visobert_06261,0,0,1,1
fresh_visobert_07302,0,0,1,1
fresh_visobert_01666,0,0,1,1
fresh_visobert_03498,0,0,1,1
fresh_visobert_00089,0,0,1,1
fresh_visobert_11130,1,0,0,0
fresh_visobert_03802,0,0,1,1
fresh_visobert_08307,0,0,1,1
fresh_visobert_02833,0,0,1,1
fresh_visobert_10548,1,0,0,0
fresh_visobert_10186,0,0,1,1
fresh_visobert_08792,0,0,1,1
fresh_visobert_06534,0,0,1,1
fresh_visobert_06999,0,0,1,1
fresh_visobert_04809,0,0,1,1
fresh_visobert_01773,0,0,1,1
fresh_visobert_04250,0,0,1,1
fresh_visobert_03963,0,0,1,1
fresh_visobert_01767,0,0,1,1
fresh_visobert_07705,0,0,1,1
fresh_visobert_10010,0,0,1,1
fresh_visobert_10959,1,1,1,1
fresh_visobert_02538,0,0,1,1
fresh_visobert_05208,0,0,1,1
fresh_visobert_11966,0,0,1,1
fresh_visobert_06138,0,0,1,1
fresh_visobert_07446,0,0,1,1
fresh_visobert_09101,0,0,1,1
fresh_visobert_05395,1,0,0,0
fresh_visobert_04457,0,0,1,1
fresh_visobert_01090,0,0,1,1
fresh_visobert_05845,0,0,1,1
fresh_visobert_03690,0,0,1,1
fresh_visobert_04081,0,0,1,1
fresh_visobert_03486,0,0,1,1
fresh_visobert_03779,0,0,1,1
fresh_visobert_08560,0,0,1,1
fresh_visobert_04321,1,0,0,0
fresh_visobert_06607,0,0,1,1
fresh_visobert_05824,0,0,1,1
fresh_visobert_11484,0,0,1,1
fresh_visobert_05742,0,0,1,1
fresh_visobert_01784,0,0,1,1
fresh_visobert_04289,0,0,1,1
fresh_visobert_11747,0,0,1,1
fresh_visobert_02020,0,0,1,1
fresh_visobert_10511,0,0,1,1
fresh_visobert_02747,0,0,1,1
fresh_visobert_05638,0,0,1,1
fresh_visobert_02714,0,0,1,1
fresh_visobert_08507,0,0,1,1
fresh_visobert_05215,0,0,1,1
fresh_visobert_04226,0,0,1,1
fresh_visobert_00471,0,0,1,1
fresh_visobert_01086,0,0,1,1
fresh_visobert_08074,0,0,1,1
fresh_visobert_02013,0,0,1,1
fresh_visobert_00814,0,0,1,1
fresh_visobert_11667,0,0,1,1
fresh_visobert_11558,0,0,1,1
fresh_visobert_02576,0,0,1,1
fresh_visobert_05204,0,0,1,1
fresh_visobert_10955,0,0,1,1
fresh_visobert_08929,0,0,1,1
fresh_visobert_00432,0,0,1,1
fresh_visobert_05245,0,0,1,1
fresh_visobert_04121,0,0,1,1
fresh_visobert_03817,0,0,1,1
fresh_visobert_11827,0,0,1,1
fresh_visobert_04688,0,0,1,1
fresh_visobert_04951,0,0,1,1
fresh_visobert_04936,0,0,1,1
fresh_visobert_00751,0,0,1,1
fresh_visobert_02527,0,0,1,1
fresh_visobert_10556,0,0,1,1
fresh_visobert_06675,0,0,1,1
fresh_visobert_05690,0,0,1,1
fresh_visobert_06004,1,1,1,1
fresh_visobert_02571,0,0,1,1
fresh_visobert_00025,1,1,1,1
fresh_visobert_01679,0,0,1,1
fresh_visobert_09000,0,0,1,1
fresh_visobert_03567,0,0,1,1
fresh_visobert_07527,0,0,1,1
fresh_visobert_02384,0,0,1,1
fresh_visobert_07129,0,0,1,1
fresh_visobert_08348,0,0,1,1
fresh_visobert_01805,0,0,1,1
fresh_visobert_10274,0,0,1,1
fresh_visobert_11026,0,0,1,1
fresh_visobert_08589,0,0,1,1
fresh_visobert_03254,0,0,1,1
fresh_visobert_01245,0,0,1,1
fresh_visobert_11751,1,0,0,0
fresh_visobert_08645,0,0,1,1
fresh_visobert_03931,0,0,1,1
fresh_visobert_03233,0,0,1,1
fresh_visobert_09007,0,0,1,1
fresh_visobert_11844,0,0,1,1
fresh_visobert_00628,0,0,1,1
fresh_visobert_07318,0,0,1,1
fresh_visobert_03941,0,0,1,1
fresh_visobert_02809,0,0,1,1
fresh_visobert_06556,0,0,1,1
fresh_visobert_11217,0,0,1,1
fresh_visobert_03234,0,0,1,1
fresh_visobert_06042,0,0,1,1
fresh_visobert_09679,0,0,1,1
fresh_visobert_03563,0,0,1,1
fresh_visobert_06058,0,0,1,1
fresh_visobert_06178,0,0,1,1
fresh_visobert_11083,0,0,1,1
fresh_visobert_09675,0,0,1,1
fresh_visobert_07604,0,0,1,1
fresh_visobert_03309,0,0,1,1
fresh_visobert_04476,0,0,1,1
fresh_visobert_07632,0,0,1,1
fresh_visobert_00274,0,0,1,1
fresh_visobert_02039,0,0,1,1
fresh_visobert_06743,0,0,1,1
fresh_visobert_05906,0,0,1,1
fresh_visobert_03547,0,0,1,1
fresh_visobert_01216,0,0,1,1
fresh_visobert_04785,0,0,1,1
fresh_visobert_07137,0,0,1,1
fresh_visobert_08239,1,0,0,0
fresh_visobert_11139,0,0,1,1
fresh_visobert_09868,0,0,1,1
fresh_visobert_11678,0,0,1,1
fresh_visobert_04854,0,0,1,1
fresh_visobert_00690,0,0,1,1
fresh_visobert_10499,0,0,1,1
fresh_visobert_02825,0,0,1,1
fresh_visobert_02679,1,1,1,1
fresh_visobert_10635,0,0,1,1
fresh_visobert_07386,0,0,1,1
fresh_visobert_01615,0,0,1,1
fresh_visobert_00123,0,0,1,1
fresh_visobert_02564,0,0,1,1
fresh_visobert_00912,0,0,1,1
fresh_visobert_04566,0,0,1,1
fresh_visobert_06458,1,1,1,1
fresh_visobert_08794,0,0,1,1
fresh_visobert_07847,0,0,1,1
fresh_visobert_00009,1,0,0,0
fresh_visobert_07795,0,0,1,1
fresh_visobert_03834,0,0,1,1
fresh_visobert_02031,0,0,1,1
fresh_visobert_03926,0,0,1,1
fresh_visobert_07380,0,0,1,1
fresh_visobert_00885,0,0,1,1
fresh_visobert_07844,0,0,1,1
fresh_visobert_11804,1,0,0,0
fresh_visobert_06032,0,0,1,1
fresh_visobert_02010,0,0,1,1
fresh_visobert_08520,0,0,1,1
fresh_visobert_09327,0,0,1,1
fresh_visobert_08352,0,0,1,1
fresh_visobert_07195,0,0,1,1
fresh_visobert_08154,0,0,1,1
fresh_visobert_07173,0,0,1,1
fresh_visobert_00587,0,0,1,1
fresh_visobert_07237,0,0,1,1
fresh_visobert_07155,0,0,1,1
fresh_visobert_08176,0,0,1,1
fresh_visobert_06953,0,0,1,1
fresh_visobert_01623,0,0,1,1
fresh_visobert_08695,0,0,1,1
fresh_visobert_06834,0,0,1,1
fresh_visobert_11191,1,0,0,0
fresh_visobert_08672,0,0,1,1
fresh_visobert_08913,0,0,1,1
fresh_visobert_06843,1,1,1,1
fresh_visobert_04863,0,0,1,1
fresh_visobert_08783,0,0,1,1
fresh_visobert_07160,0,0,1,1
fresh_visobert_04657,0,0,1,1
fresh_visobert_06076,0,0,1,1
fresh_visobert_02924,0,0,1,1
fresh_visobert_06934,0,0,1,1
fresh_visobert_04474,0,0,1,1
fresh_visobert_09028,0,0,1,1
fresh_visobert_09975,0,0,1,1
fresh_visobert_09843,0,0,1,1
fresh_visobert_04030,0,0,1,1
fresh_visobert_02692,0,0,1,1
fresh_visobert_00653,1,1,1,1
fresh_visobert_00146,0,0,1,1
fresh_visobert_08855,0,0,1,1
fresh_visobert_04811,0,0,1,1
fresh_visobert_03681,0,0,1,1
fresh_visobert_01997,0,0,1,1
fresh_visobert_01855,0,0,1,1
fresh_visobert_11619,0,0,1,1
fresh_visobert_09575,0,0,1,1
fresh_visobert_01506,0,0,1,1
fresh_visobert_03548,0,0,1,1
fresh_visobert_04123,0,0,1,1
fresh_visobert_07917,0,0,1,1
fresh_visobert_03450,0,0,1,1
fresh_visobert_00824,0,0,1,1
fresh_visobert_09720,0,0,1,1
fresh_visobert_07069,0,0,1,1
fresh_visobert_06765,0,0,1,1
fresh_visobert_09776,0,0,1,1
fresh_visobert_03542,0,0,1,1
fresh_visobert_02160,0,0,1,1
fresh_visobert_06638,0,0,1,1
fresh_visobert_06846,1,0,0,0
fresh_visobert_04673,0,0,1,1
fresh_visobert_06653,1,1,1,1
fresh_visobert_03211,0,0,1,1
fresh_visobert_00423,0,0,1,1
fresh_visobert_05484,0,0,1,1
fresh_visobert_05707,0,0,1,1
fresh_visobert_10173,0,0,1,1
fresh_visobert_10177,1,0,0,0
fresh_visobert_05059,0,0,1,1
fresh_visobert_07929,0,0,1,1
fresh_visobert_11075,0,0,1,1
fresh_visobert_06677,0,0,1,1
fresh_visobert_07885,0,0,1,1
fresh_visobert_10878,0,0,1,1
fresh_visobert_03671,0,0,1,1
fresh_visobert_01908,0,0,1,1
fresh_visobert_06950,0,0,1,1
fresh_visobert_10316,0,0,1,1
fresh_visobert_06201,0,0,1,1
fresh_visobert_08458,0,0,1,1
fresh_visobert_02886,0,0,1,1
fresh_visobert_07330,0,0,1,1
fresh_visobert_11591,0,0,1,1
fresh_visobert_06651,0,0,1,1
fresh_visobert_02110,0,0,1,1
fresh_visobert_00934,0,0,1,1
fresh_visobert_03266,0,0,1,1
fresh_visobert_06405,0,0,1,1
fresh_visobert_00412,0,0,1,1
fresh_visobert_10680,0,0,1,1
fresh_visobert_10942,0,0,1,1
fresh_visobert_00894,0,0,1,1
fresh_visobert_02364,0,0,1,1
fresh_visobert_05687,0,0,1,1
fresh_visobert_02083,0,0,1,1
fresh_visobert_07799,0,0,1,1
fresh_visobert_01232,0,0,1,1
fresh_visobert_00670,0,0,1,1
fresh_visobert_03764,0,0,1,1
fresh_visobert_09096,0,0,1,1
fresh_visobert_05893,0,0,1,1
fresh_visobert_00474,0,0,1,1
fresh_visobert_03465,0,0,1,1
fresh_visobert_00910,0,0,1,1
fresh_visobert_01917,0,0,1,1
fresh_visobert_02353,0,0,1,1
fresh_visobert_07552,0,0,1,1
fresh_visobert_02518,0,0,1,1
fresh_visobert_06238,0,0,1,1
fresh_visobert_09375,0,0,1,1
fresh_visobert_11084,1,1,1,1
fresh_visobert_02044,0,0,1,1
fresh_visobert_06200,0,0,1,1
fresh_visobert_02283,0,0,1,1
fresh_visobert_03045,0,0,1,1
fresh_visobert_08447,0,0,1,1
fresh_visobert_08510,1,1,1,1
fresh_visobert_02780,0,0,1,1
fresh_visobert_10411,0,0,1,1
fresh_visobert_03062,0,0,1,1
fresh_visobert_00646,0,0,1,1
fresh_visobert_08046,0,0,1,1
fresh_visobert_10907,0,0,1,1
fresh_visobert_05754,0,0,1,1
fresh_visobert_00520,0,0,1,1
fresh_visobert_10029,0,0,1,1
fresh_visobert_09165,0,0,1,1
fresh_visobert_09014,0,0,1,1
fresh_visobert_10932,0,0,1,1
fresh_visobert_03480,0,0,1,1
fresh_visobert_03755,0,0,1,1
fresh_visobert_05850,0,0,1,1
fresh_visobert_09048,0,0,1,1
fresh_visobert_08966,0,0,1,1
fresh_visobert_03136,0,0,1,1
fresh_visobert_06906,0,0,1,1
fresh_visobert_00258,0,0,1,1
fresh_visobert_10135,0,0,1,1
fresh_visobert_00049,0,0,1,1
fresh_visobert_11651,0,0,1,1
fresh_visobert_10386,1,0,0,0
fresh_visobert_07901,0,0,1,1
fresh_visobert_10033,0,0,1,1
fresh_visobert_07777,0,0,1,1
fresh_visobert_06552,0,0,1,1
fresh_visobert_05462,0,0,1,1
fresh_visobert_10037,0,0,1,1
fresh_visobert_05396,0,0,1,1
fresh_visobert_02123,0,0,1,1
fresh_visobert_00685,0,0,1,1
fresh_visobert_08455,1,1,1,1
fresh_visobert_01460,0,0,1,1
fresh_visobert_10692,1,1,1,1
fresh_visobert_03586,0,0,1,1
fresh_visobert_08424,0,0,1,1
fresh_visobert_01580,0,0,1,1
fresh_visobert_01049,0,0,1,1
fresh_visobert_04529,0,0,1,1
fresh_visobert_04561,0,0,1,1
fresh_visobert_08868,0,0,1,1
fresh_visobert_05510,0,0,1,1
fresh_visobert_01729,1,1,1,1
fresh_visobert_04628,0,0,1,1
fresh_visobert_06583,0,0,1,1
fresh_visobert_10477,0,0,1,1
fresh_visobert_06709,1,0,0,0
fresh_visobert_08712,1,0,0,0
fresh_visobert_00739,0,0,1,1
fresh_visobert_09879,0,0,1,1
fresh_visobert_06978,0,0,1,1
fresh_visobert_08197,0,0,1,1
fresh_visobert_02216,0,0,1,1
fresh_visobert_08530,1,1,1,1
fresh_visobert_08805,0,0,1,1
fresh_visobert_03882,0,0,1,1
fresh_visobert_00084,0,0,1,1
fresh_visobert_05527,0,0,1,1
fresh_visobert_01038,0,0,1,1
fresh_visobert_03771,0,0,1,1
fresh_visobert_08209,0,0,1,1
fresh_visobert_05106,0,0,1,1
fresh_visobert_11742,0,0,1,1
fresh_visobert_09963,0,0,1,1
fresh_visobert_04909,0,0,1,1
fresh_visobert_08523,0,0,1,1
fresh_visobert_10022,0,0,1,1
fresh_visobert_07823,0,0,1,1
fresh_visobert_02218,0,0,1,1
fresh_visobert_04758,0,0,1,1
fresh_visobert_00708,0,0,1,1
fresh_visobert_08085,0,0,1,1
fresh_visobert_05963,1,1,1,1
fresh_visobert_11196,0,0,1,1
fresh_visobert_05529,1,1,1,1
fresh_visobert_05476,0,0,1,1
fresh_visobert_00986,0,0,1,1
fresh_visobert_04572,0,0,1,1
fresh_visobert_04935,0,0,1,1
fresh_visobert_11557,0,0,1,1
fresh_visobert_10001,0,0,1,1
fresh_visobert_09591,0,0,1,1
fresh_visobert_10826,0,0,1,1
fresh_visobert_10380,0,0,1,1
fresh_visobert_07762,0,0,1,1
fresh_visobert_05227,0,0,1,1
fresh_visobert_04665,0,0,1,1
fresh_visobert_06055,0,0,1,1
fresh_visobert_06570,0,0,1,1
fresh_visobert_08040,1,1,1,1
fresh_visobert_06656,0,0,1,1
fresh_visobert_02195,0,0,1,1
fresh_visobert_11992,0,0,1,1
fresh_visobert_05615,0,0,1,1
fresh_visobert_06309,0,0,1,1
fresh_visobert_01369,0,0,1,1
fresh_visobert_09111,0,0,1,1
fresh_visobert_05989,0,0,1,1
fresh_visobert_05080,0,0,1,1
fresh_visobert_09279,0,0,1,1
fresh_visobert_07470,0,0,1,1
fresh_visobert_01726,0,0,1,1
fresh_visobert_00335,0,0,1,1
fresh_visobert_09341,0,0,1,1
fresh_visobert_06876,0,0,1,1
fresh_visobert_03016,0,0,1,1
fresh_visobert_02698,0,0,1,1
fresh_visobert_02972,0,0,1,1
fresh_visobert_04151,0,0,1,1
fresh_visobert_03127,0,0,1,1
fresh_visobert_10804,0,0,1,1
fresh_visobert_04536,0,0,1,1
fresh_visobert_03112,0,0,1,1
fresh_visobert_05811,0,0,1,1
fresh_visobert_02946,0,0,1,1
fresh_visobert_11132,1,0,0,0
fresh_visobert_05942,1,1,1,1
fresh_visobert_02172,0,0,1,1
fresh_visobert_03217,0,0,1,1
fresh_visobert_10540,0,0,1,1
fresh_visobert_11692,0,0,1,1
fresh_visobert_00175,0,0,1,1
fresh_visobert_03830,0,0,1,1
fresh_visobert_06490,0,0,1,1
fresh_visobert_10430,0,0,1,1
fresh_visobert_01928,0,0,1,1
fresh_visobert_00567,0,0,1,1
fresh_visobert_06878,0,0,1,1
fresh_visobert_09687,0,0,1,1
fresh_visobert_01927,0,0,1,1
fresh_visobert_06388,0,0,1,1
fresh_visobert_05665,0,0,1,1
fresh_visobert_01832,0,0,1,1
fresh_visobert_07756,0,0,1,1
fresh_visobert_03326,0,0,1,1
fresh_visobert_05359,0,0,1,1
fresh_visobert_00374,0,0,1,1
fresh_visobert_02473,0,0,1,1
fresh_visobert_08410,0,0,1,1
fresh_visobert_08819,0,0,1,1
fresh_visobert_04196,0,0,1,1
fresh_visobert_10574,0,0,1,1
fresh_visobert_08493,0,0,1,1
fresh_visobert_04400,0,0,1,1
fresh_visobert_03581,0,0,1,1
fresh_visobert_05526,0,0,1,1
fresh_visobert_09964,0,0,1,1
fresh_visobert_11648,0,0,1,1
fresh_visobert_04218,0,0,1,1
fresh_visobert_00088,0,0,1,1
fresh_visobert_06928,0,0,1,1
fresh_visobert_05500,0,0,1,1
fresh_visobert_03943,0,0,1,1
fresh_visobert_03454,0,0,1,1
fresh_visobert_05657,0,0,1,1
fresh_visobert_11382,0,0,1,1
fresh_visobert_00337,0,0,1,1
fresh_visobert_08863,0,0,1,1
fresh_visobert_04671,0,0,1,1
fresh_visobert_01952,0,0,1,1
fresh_visobert_08247,0,0,1,1
fresh_visobert_00973,0,0,1,1
fresh_visobert_07431,0,0,1,1
fresh_visobert_03433,0,0,1,1
fresh_visobert_09013,0,0,1,1
fresh_visobert_00119,0,0,1,1
fresh_visobert_05232,0,0,1,1
fresh_visobert_00532,0,0,1,1
fresh_visobert_11408,0,0,1,1
fresh_visobert_09579,0,0,1,1
fresh_visobert_07562,0,0,1,1
fresh_visobert_06650,0,0,1,1
fresh_visobert_01707,0,0,1,1
fresh_visobert_05813,0,0,1,1
fresh_visobert_11941,0,0,1,1
fresh_visobert_01093,0,0,1,1
fresh_visobert_06101,1,0,0,0
fresh_visobert_03997,0,0,1,1
fresh_visobert_01291,0,0,1,1
fresh_visobert_09192,0,0,1,1
fresh_visobert_10226,0,0,1,1
fresh_visobert_07184,0,0,1,1
fresh_visobert_06051,0,0,1,1
fresh_visobert_09522,0,0,1,1
fresh_visobert_01683,0,0,1,1
fresh_visobert_09428,0,0,1,1
fresh_visobert_00522,0,0,1,1
fresh_visobert_02176,0,0,1,1
fresh_visobert_08831,1,0,0,0
fresh_visobert_08869,0,0,1,1
fresh_visobert_01943,0,0,1,1
fresh_visobert_11950,0,0,1,1
fresh_visobert_11890,0,0,1,1
fresh_visobert_10444,0,0,1,1
fresh_visobert_07241,0,0,1,1
fresh_visobert_03417,0,0,1,1
fresh_visobert_02778,0,0,1,1
fresh_visobert_01453,0,0,1,1
fresh_visobert_07004,0,0,1,1
fresh_visobert_06006,0,0,1,1
fresh_visobert_05778,0,0,1,1
fresh_visobert_08394,0,0,1,1
fresh_visobert_05858,0,0,1,1
fresh_visobert_09330,1,0,0,0
fresh_visobert_04977,0,0,1,1
fresh_visobert_09068,0,0,1,1
fresh_visobert_05558,0,0,1,1
fresh_visobert_04557,0,0,1,1
fresh_visobert_05041,0,0,1,1
fresh_visobert_05847,0,0,1,1
fresh_visobert_10668,0,0,1,1
fresh_visobert_11965,0,0,1,1
fresh_visobert_10944,0,0,1,1
fresh_visobert_11010,0,0,1,1
fresh_visobert_05368,0,0,1,1
fresh_visobert_02737,0,0,1,1
fresh_visobert_06450,1,0,0,0
fresh_visobert_01686,0,0,1,1
fresh_visobert_06240,1,1,1,1
fresh_visobert_01175,0,0,1,1
fresh_visobert_08123,0,0,1,1
fresh_visobert_00722,0,0,1,1
fresh_visobert_06061,0,0,1,1
fresh_visobert_07543,0,0,1,1
fresh_visobert_01555,0,0,1,1
fresh_visobert_02474,0,0,1,1
fresh_visobert_09576,1,1,1,1
fresh_visobert_09043,0,0,1,1
fresh_visobert_07114,0,0,1,1
fresh_visobert_04756,0,0,1,1
fresh_visobert_01970,0,0,1,1
fresh_visobert_10143,0,0,1,1
fresh_visobert_02081,0,0,1,1
fresh_visobert_01084,0,0,1,1
fresh_visobert_07968,0,0,1,1
fresh_visobert_08271,0,0,1,1
fresh_visobert_01488,0,0,1,1
fresh_visobert_10335,0,0,1,1
fresh_visobert_03068,0,0,1,1
fresh_visobert_09431,0,0,1,1
fresh_visobert_02831,0,0,1,1
fresh_visobert_00511,1,0,0,0
fresh_visobert_06827,0,0,1,1
fresh_visobert_05685,0,0,1,1
fresh_visobert_04535,0,0,1,1
fresh_visobert_01588,0,0,1,1
fresh_visobert_04351,0,0,1,1
fresh_visobert_03952,0,0,1,1
fresh_visobert_10778,0,0,1,1
fresh_visobert_04782,0,0,1,1
fresh_visobert_10565,0,0,1,1
fresh_visobert_10752,0,0,1,1
fresh_visobert_08540,1,0,0,0
fresh_visobert_11042,0,0,1,1
fresh_visobert_06062,0,0,1,1
