question,system,scope,backbone,run_id,seed,artifact_id,status,note,metric_name,inference_output_source,truncation_rate,implicit_sentiment,sarcasm,irony,idiom_figurative,code_switching,mocking,macro_pragmatic_f1,ece
Q3,Vistral-7B SFT [32],baseline,Vistral-7B,q3_vistral_pragmatic_sft_32_20260523,23,metric::q3_vistral_pragmatic_sft_32_20260523,METRIC_FOUND,,,,,0.8774976657329598,0.7010607521697203,0.96265249820388,0.9238560097620501,0.9308424407736697,0.7870239850700204,0.8638222252853834,
Q3,Vistral-7B SFT [64],baseline,Vistral-7B,q3_vistral_pragmatic_sft_64_20260521,21,metric::q3_vistral_pragmatic_sft_64_20260521,METRIC_FOUND,,,,,0.8761995015556122,0.7225662620757989,0.9720049271328246,0.9211057813683413,0.9226268194786982,0.780064367828349,0.8657612765732706,
Q3,Vistral-7B SFT [64],baseline,Vistral-7B,q3_vistral_pragmatic_sft_64_20260522,22,metric::q3_vistral_pragmatic_sft_64_20260522,METRIC_FOUND,,,,,0.8764275962487587,0.7350543478260869,0.960819806371483,0.9123525961813704,0.9347556599464997,0.8152217429661983,0.8724386249233994,
Q3,Vistral-7B SFT [64],baseline,Vistral-7B,q3_vistral_pragmatic_sft_64_20260523,23,metric::q3_vistral_pragmatic_sft_64_20260523,METRIC_FOUND,,,,,0.8703235427608118,0.7176723930070432,0.9680056310089424,0.9261131060572476,0.9099325511023819,0.7896184812072662,0.8636109508572821,
Q3,Vistral-7B SFT [128],baseline,Vistral-7B,q3_vistral_pragmatic_sft_128_20260521,21,metric::q3_vistral_pragmatic_sft_128_20260521,METRIC_FOUND,,,,,0.8602871761969935,0.7195227338194939,0.9684423125473365,0.9182739457339,0.9248701538777875,0.7577415455584688,0.85818964462233,
Q3,Vistral-7B SFT [128],baseline,Vistral-7B,q3_vistral_pragmatic_sft_128_20260522,22,metric::q3_vistral_pragmatic_sft_128_20260522,METRIC_FOUND,,,,,0.8733942582400815,0.7111178256697577,0.9720049271328246,0.9243651765636772,0.9329647710155443,0.7856402276656276,0.8665811977145855,
Q3,Vistral-7B SFT [128],baseline,Vistral-7B,q3_vistral_pragmatic_sft_128_20260523,23,metric::q3_vistral_pragmatic_sft_128_20260523,METRIC_FOUND,,,,,0.8605479685773283,0.70897820103893,0.9663552548638921,0.9182739457339,0.934556258712198,0.7819805224752925,0.8617820252335902,
Q3,Vistral-7B SFT [256],baseline,Vistral-7B,q3_vistral_pragmatic_sft_256_20260521,21,metric::q3_vistral_pragmatic_sft_256_20260521,METRIC_FOUND,,,,,0.7126821539354177,0.6299319727891156,0.9149525087077033,0.553489122418879,0.4881438789223512,0.6540233761377476,0.658870502151869,
Q3,Vistral-7B SFT [256],baseline,Vistral-7B,q3_vistral_pragmatic_sft_256_20260522,22,metric::q3_vistral_pragmatic_sft_256_20260522,METRIC_FOUND,,,,,0.8698388791268048,0.6947864364811885,0.9610828313018571,0.9121415497254424,0.9291107624914362,0.801848938122613,0.8614682328748903,
Q3,Vistral-7B SFT [256],baseline,Vistral-7B,q3_vistral_pragmatic_sft_256_20260523,23,metric::q3_vistral_pragmatic_sft_256_20260523,METRIC_FOUND,,,,,0.5975319598005452,0.5940491292815131,0.6782387980477088,0.5357645452591026,0.4965333333333333,0.6306038889727894,0.5887869424491654,
Q3,Vistral-7B SFT [512],baseline,Vistral-7B,q3_vistral_pragmatic_sft_512_20260521,21,metric::q3_vistral_pragmatic_sft_512_20260521,METRIC_FOUND,,,,,0.8738170347003155,0.7528602440624673,0.9647378257343348,0.9132163595051754,0.9342327965568935,0.8054306468350052,0.8740491512323655,
Q3,Vistral-7B SFT [512],baseline,Vistral-7B,q3_vistral_pragmatic_sft_512_20260522,22,metric::q3_vistral_pragmatic_sft_512_20260522,METRIC_FOUND,,,,,0.8742412076502504,0.7340244509018561,0.9684423125473365,0.9030239699018068,0.9297966442795965,0.8057142857142857,0.8692071451658553,
Q3,Vistral-7B SFT [512],baseline,Vistral-7B,q3_vistral_pragmatic_sft_512_20260523,23,metric::q3_vistral_pragmatic_sft_512_20260523,METRIC_FOUND,,,,,0.878741095973465,0.7314715359828141,0.9720049271328246,0.9308755760368663,0.9285152979779394,0.794679186228482,0.8727146032220653,
Q3,Vistral-7B SFT [full],baseline,Vistral-7B,q3_vistral_pragmatic_sft_full_20260521,21,metric::q3_vistral_pragmatic_sft_full_20260521,METRIC_FOUND,,,,,0.8782514428479831,0.7616919868930593,0.968225598252408,0.9260573794735285,0.9209014797507789,0.8010316875460575,0.8760265957939692,
Q3,Vistral-7B SFT [full],baseline,Vistral-7B,q3_vistral_pragmatic_sft_full_20260522,22,metric::q3_vistral_pragmatic_sft_full_20260522,METRIC_FOUND,,,,,0.8738399603238007,0.7519664019573635,0.96265249820388,0.9256436471791059,0.9264376957105224,0.7950771219369941,0.8726028875519444,
Q3,Vistral-7B SFT [full],baseline,Vistral-7B,q3_vistral_pragmatic_sft_full_20260523,23,metric::q3_vistral_pragmatic_sft_full_20260523,METRIC_FOUND,,,,,0.8796839495342703,0.7452445652173914,0.9718095452879655,0.9092716485735926,0.9303297372370894,0.7996928623889965,0.8726720513732177,
