sample_id,source_row,text,implicit_sentiment,sarcasm,irony,idiom_figurative,code_switching,mocking,polarity,emotion,source_dataset,annotation_batch,original_label,rubric,reannotation_version,annotation_role,annotation_provenance
fresh_visobert_07198,1663,Đọc cho e cái pass wifi sau lưng ạ🤣,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_036,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10595,1664,Chú bee dạo này bắn hay dữ,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_053,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00178,1665,cảm tình diên like,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_001,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01537,1666,hang tran trg gia đình ngta góp phần kinh tế vn jonathan hạnh nguyễn chê vn nghèo vn pt )),0,0,0,0,0,0,negative,disgust,SEACrowd/ViSoBERT,batch_008,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02212,1667,việt nam cố,0,0,0,0,0,0,positive,other,SEACrowd/ViSoBERT,batch_023,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07908,1668,No Air của TBZ,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_040,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07453,1669,Anh thiêu cai song kiêm tai ương,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_038,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08865,1670,Panda thái đã thấy,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_089,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04883,1671,ôi câu chuyện con người tham lam dù nghèo khốn khó trong sạch phẩm chất quí nễ ông sẻ giúp đỡ,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_025,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05524,1672,hiếp má dâm )),0,0,0,0,0,0,negative,enjoyment,SEACrowd/ViSoBERT,batch_056,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02900,1673,đẹp zai 😘 😘,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_015,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10114,1674,Like rồi chia sẻ rồi cũng k đc nhắc tên ta,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_051,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07465,1675,cuộc sống này thật mĩ miều nếu chúng ta không suy nghĩ nhiều=)),1,1,0,0,0,1,neutral,disgust,SEACrowd/ViSoBERT,batch_038,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08610,1676,Nhi TrầnThanh HuyenThuỳ DươngThảo MyLinh VuDuc Be Ti di poc dau cac c oiiiii 😚,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_087,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09382,1677,Tốt nhất là nên mặc tại giáo viên có người khó người dễ,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_047,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06329,1678,thy ăn C cccc. cức k ooooo,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_032,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05144,1679,nghệ sĩ hài hải ngoại gạo cội đừng ốm đức phật bảo vệ,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_026,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01955,1680,trai dam dang hàu biển ob,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_010,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11076,1681,"Các bạn thât duyên, rất hâm mộ các bạn",1,0,0,0,0,1,neutral,disgust,SEACrowd/ViSoBERT,batch_056,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04466,1682,đanh vĩnh biệt má lôn,0,0,0,0,0,0,negative,enjoyment,SEACrowd/ViSoBERT,batch_045,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09666,1683,Hoàng Ánh Linh đang tính đi làm quả xoăn sóng mà nhìn này hết ý định luôn r,1,0,1,0,0,0,neutral,surprise,SEACrowd/ViSoBERT,batch_049,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09618,1684,Còn người ko nhậu thì bằng 100 bưa ăn pk?,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_049,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07502,1685,mn ghé shop em chút nhé,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_038,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02902,1686,aba tung video cực hot nè,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_015,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02346,1687,lân dụ dần múa thần quyền vv,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_012,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07787,1688,Mật khẩu là gì z cj,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_039,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06794,1689,Chị xinh phết 😍😍😍,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_034,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10291,1690,Chị ơi chị tạo thêm nick ff rồi kết bn vs fan rồi rãnh rãnh chị chơi cx dc,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_052,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10408,1691,"Gặp gỡ và chia ly, âu cũng là cái duyên. Mỗi người một phương một hướng 🤗",0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_105,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06418,1692,Cuộc đời là cái bếp lớn,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_033,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01314,1693,tui boác kính yêu 9 ngôn ngữ boác chữ hello bang 9 ngôn cặc ngữ hi bon jour hola nĩ hảo hallo ciao tụi bưng bô bốc phét boác 9 ngôn ngữ,0,0,0,0,1,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_007,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08779,1694,"Nghe theo tuyên truyền còn đảng còn mình, bọn chúng nghĩ như vậy nên ra sức phấn đấu làm trâu chó ngựa cho người ta sai bảo.",1,0,0,1,0,0,neutral,other,SEACrowd/ViSoBERT,batch_044,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00913,1695,hi chửi sợ,0,0,0,0,0,0,negative,fear,SEACrowd/ViSoBERT,batch_005,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09367,1696,"Đầu mũi em cao sẵn rùi, muốn nâng thêm và dũa gồ thì bao nhiêu ạ?????",1,0,0,0,0,0,neutral,surprise,SEACrowd/ViSoBERT,batch_047,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08139,1697,Cho xin giá ạ ?,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_041,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06079,1698,Việt Nam vô địch❤️,0,0,0,0,0,0,neutral,sadness,SEACrowd/ViSoBERT,batch_061,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05226,1699,ra rả phát biểu cương quyết bảo vệ môi trường lắm tau nhiệt má điện tụi bay éo đc =))) đừng,1,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_027,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03708,1700,best nhạc )),0,0,0,0,1,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_019,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04780,1701,may liên tục phát hiện trường hợp dương tính chuyến bay vs nhung,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_024,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01251,1702,phương bim yêu,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_007,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08299,1703,Con cưng của Ngoại tui. Hễ đi đâu ko về là y như rằng Ngoại tui không ngủ được :(,0,0,0,1,0,1,neutral,disgust,SEACrowd/ViSoBERT,batch_042,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03572,1704,đéo xin lỗi má câu xong,0,0,0,0,0,0,negative,anger,SEACrowd/ViSoBERT,batch_018,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05560,1705,anh minh cặc chậm cdmm,0,0,0,0,0,0,negative,other,SEACrowd/ViSoBERT,batch_056,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09378,1706,thế thì đi tu ok vòng đời luôn xoay vòng ma,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_047,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00210,1707,lee quang toàn nhạc bùi tuấn hà tuấn mấy thấm nổi,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_002,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04303,1708,ảnh thật mấy,0,0,0,0,1,0,positive,fear,SEACrowd/ViSoBERT,batch_044,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10894,1709,Tất cả mọi thứ đều ổn,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_055,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04397,1710,minh khang câu,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_044,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04822,1711,gửi gái nhung,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_049,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06968,1712,Nhà em có lục bình hương nam phi và xà cừ thôi a làm hương đỏ giá thành cao quá a,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_035,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01228,1713,bh báo chính thống bộ trưởng phát biểu,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_007,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11441,1714,Con khùng vậy cũng khoe,1,0,0,0,0,1,neutral,disgust,SEACrowd/ViSoBERT,batch_058,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03734,1715,khấu mỹ ngọc er chen ngoc suong 🤣 🤣 🤣,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_019,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01654,1716,đứng đường live lun,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_009,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06358,1717,Thiên tai chinh la nhin xa trông rông tiên liêu trươc moi viêc. Đo la bac hô yêu quy cua chung ta.,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_032,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05785,1718,cty vs sai chả an toàn thực phẩm con mẹ zi vì đem kiểm nghị chả làm giàu máy đơn gian điện thoại thẳng cty tui chai cty sản xuất ruồi tui,0,0,0,0,0,1,neutral,disgust,SEACrowd/ViSoBERT,batch_029,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09833,1719,mày ko ăn thit cho thi mày ăn thit cây,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_050,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03158,1720,buồi má thầy )),0,0,0,0,0,0,negative,sadness,SEACrowd/ViSoBERT,batch_032,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02821,1721,chuc chi khoe nha,0,0,0,0,0,0,positive,other,SEACrowd/ViSoBERT,batch_029,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05123,1722,mikaela hyakuya chủ tịch vẹo tầm đinh cặc la thăng hẹo dăm ba chủ tịch ghẻ,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_026,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08061,1723,Cố lên nhé cậu bé,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_041,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05413,1724,công nghệ tàu khựa đương nhiên kiểm duyệt nhắc cụm hoàng sa trường sa việt nam vận hành mạng vớ vẩn người dân việt nam lao đầu mạng chết toi chính phủ việt nam thông qua mạng mặc nhiên công nhận hoàng sa trường sa tàu khựa,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_028,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10978,1725,Nói mà líu lưỡi luôn,1,0,1,0,0,0,neutral,surprise,SEACrowd/ViSoBERT,batch_055,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05573,1726,đem địch vn hoài dân chống nỗi,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_028,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02329,1727,vui lo ng tien tri khi cặc na ong tran da chet,0,0,0,0,0,0,neutral,fear,SEACrowd/ViSoBERT,batch_012,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05496,1728,má má mắc nếttt,0,0,0,0,0,0,negative,other,SEACrowd/ViSoBERT,batch_055,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09807,1729,Ú thấy cưng quá Chừng nào Ú có sô ở BD dạy,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_050,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06476,1730,Trần Văn Thu Nguyễn Thu Hường tối nay k,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_033,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08214,1731,Mặc quần nhu sắp tụt :)),1,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_042,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08049,1732,Giống thế đ nào dc,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_081,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05804,1733,cực kì thuyết phục nha,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_030,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05235,1734,cặc mat dai,0,0,0,0,0,0,negative,other,SEACrowd/ViSoBERT,batch_053,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00669,1735,trang moon cười đỏ lợi,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_007,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11999,1736,Của em bị lỗi gì rồi á Thầy ??,0,0,0,0,0,0,negative,surprise,SEACrowd/ViSoBERT,batch_060,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_04157,1737,đôi lúc tâm sự mong trôi mog chậm,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_021,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_06903,1738,Cam Nhung Nguyen lãng mạn gke,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_035,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09150,1739,Ai gảnh quay lại,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_092,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02674,1740,sơ xuất kĩ thuật,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_027,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02803,1741,chi oi chi dep,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_029,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00735,1742,ngọc tâm tưởng coi huy đăng ký kênh luon éo coi,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_004,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08463,1743,Gửi bà phương hằng ở đây nhé có gì tí quay lại,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_043,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09476,1744,Nhờ chi kim kết bn zalo mh dc ko.[PHONE].cảm ơn nhe.,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_048,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01579,1745,thanh minh trần dần trần dần mắc covid 9 bác sĩ chuyên chữa bệnh thần kinh kết cặc luận trần dần mắc bệnh tâm thần bệnh ăn nói linh tinh bừa bãi bậy bạ lắm,0,0,0,0,0,0,negative,disgust,SEACrowd/ViSoBERT,batch_008,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05663,1746,bẩn bựa pts,0,0,0,0,0,0,negative,other,SEACrowd/ViSoBERT,batch_057,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00908,1747,đthoaiii cơ 😂,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_005,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10058,1748,Đoàn Hải vc. Lam sinh nhật chung kaka,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_051,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00497,1749,sam sam hậu hoàng,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_005,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_01920,1750,tiếc ziêng di trùng,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_010,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_11227,1751,Quan. Den. L chot chi,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_113,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05101,1752,hy vọng chất lương âm thanh tậm tịt năm ngoái,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_026,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03291,1753,chiện 4 cặc đồng tn ad xl,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_017,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08319,1754,"- Ko biết bọn mình có nên gặp lại ko, mình sợ ck ko cho đi 🙈",0,0,0,0,0,0,negative,fear,SEACrowd/ViSoBERT,batch_042,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_09159,1755,E cưới nữa đu,0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_092,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10970,1756,7 co 68ky ko c,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_110,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03164,1757,phép đc đấy )),0,0,0,0,0,0,neutral,enjoyment,SEACrowd/ViSoBERT,batch_032,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_10073,1758,Bẳo rằng mình cũng như em,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_051,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_02570,1759,ieu cua bắt dùm hút khí bot dien,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_013,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_05570,1760,độ khuyên mn ủng hộ sếp cặc view bọn chó bts,0,0,0,0,1,0,neutral,other,SEACrowd/ViSoBERT,batch_028,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_00806,1761,hiệp tis trường giang cháu nằm thành phần nào,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_005,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08527,1762,Có can xi nguoi lớn k d,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_043,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_03355,1763,huề làng chuyện câu,0,0,0,0,0,0,positive,enjoyment,SEACrowd/ViSoBERT,batch_034,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_07008,1764,đại sảnh phòng 7-- ad ơi,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_036,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
fresh_visobert_08727,1765,Ngọc Thảo Mấy nay hông dám ra đường luôn óh,0,0,0,0,0,0,neutral,other,SEACrowd/ViSoBERT,batch_044,missing,sarcasm_contextual_mock_praise_humorous_incongruity_relaxed_evidence_based,V7,human_annotator_1,human_annotation
