experiment_id,run_id,research_question,system_id,system,display_name,variant,backbone,seed,budget,task,split,dependencies,required_phase15_assets,checkpoint_role,expected_outputs,reusable_checkpoint_key,selection_metric,evaluation_protocol,execution_kind,model_repository,model_revision,tokenizer_revision,preprocessing_name,preprocessing_version,source_checkpoint_id,q3_mask_path,q3_mask_hash,training_applicability,approval_required,execution_status,approval_status,protocol_resolution_status,resolution_status
q1b_phobert_multitask_8head_20260522,q1b_phobert_multitask_8head_20260522,Q1b,phobert_multitask_8head,phobert_multitask_8head,phobert_multitask_8head,table3_checkpoint,phobert_base,20260522,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,phobert_multitask_8head,external_predictions;metrics,phobert_multitask_8head:20260522,ord_external_f1,q1b_external_retention_v1,evaluation_only,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_multitask_8head:20260522,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_phobert_multitask_8head_20260523,q1b_phobert_multitask_8head_20260523,Q1b,phobert_multitask_8head,phobert_multitask_8head,phobert_multitask_8head,table3_checkpoint,phobert_base,20260523,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,phobert_multitask_8head,external_predictions;metrics,phobert_multitask_8head:20260523,ord_external_f1,q1b_external_retention_v1,evaluation_only,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_multitask_8head:20260523,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_xlmr_multitask_8head_20260521,q1b_xlmr_multitask_8head_20260521,Q1b,xlmr_multitask_8head,xlmr_multitask_8head,xlmr_multitask_8head,table3_checkpoint,xlmr_large,20260521,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,xlmr_multitask_8head,external_predictions;metrics,xlmr_multitask_8head:20260521,ord_external_f1,q1b_external_retention_v1,evaluation_only,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_multitask_8head:20260521,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_xlmr_multitask_8head_20260522,q1b_xlmr_multitask_8head_20260522,Q1b,xlmr_multitask_8head,xlmr_multitask_8head,xlmr_multitask_8head,table3_checkpoint,xlmr_large,20260522,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,xlmr_multitask_8head,external_predictions;metrics,xlmr_multitask_8head:20260522,ord_external_f1,q1b_external_retention_v1,evaluation_only,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_multitask_8head:20260522,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_xlmr_multitask_8head_20260523,q1b_xlmr_multitask_8head_20260523,Q1b,xlmr_multitask_8head,xlmr_multitask_8head,xlmr_multitask_8head,table3_checkpoint,xlmr_large,20260523,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,xlmr_multitask_8head,external_predictions;metrics,xlmr_multitask_8head:20260523,ord_external_f1,q1b_external_retention_v1,evaluation_only,FacebookAI/xlm-roberta-large,c23d21b0620b635a76227c604d44e43a9f0ee389,c23d21b0620b635a76227c604d44e43a9f0ee389,vncorenlp_rdrsegmenter,locked-v1,xlmr_multitask_8head:20260523,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_sailor_multitask_8head_20260521,q1b_sailor_multitask_8head_20260521,Q1b,sailor_multitask_8head,sailor_multitask_8head,sailor_multitask_8head,table3_checkpoint,sailor_7b,20260521,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,sailor_multitask_8head,external_predictions;metrics,sailor_multitask_8head:20260521,ord_external_f1,q1b_external_retention_v1,evaluation_only,sail/Sailor-7B,b8b49a0f02073e58db2e42e5811955dfe87ca970,b8b49a0f02073e58db2e42e5811955dfe87ca970,vncorenlp_rdrsegmenter,locked-v1,sailor_multitask_8head:20260521,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_sailor_multitask_8head_20260522,q1b_sailor_multitask_8head_20260522,Q1b,sailor_multitask_8head,sailor_multitask_8head,sailor_multitask_8head,table3_checkpoint,sailor_7b,20260522,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,sailor_multitask_8head,external_predictions;metrics,sailor_multitask_8head:20260522,ord_external_f1,q1b_external_retention_v1,evaluation_only,sail/Sailor-7B,b8b49a0f02073e58db2e42e5811955dfe87ca970,b8b49a0f02073e58db2e42e5811955dfe87ca970,vncorenlp_rdrsegmenter,locked-v1,sailor_multitask_8head:20260522,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_sailor_multitask_8head_20260523,q1b_sailor_multitask_8head_20260523,Q1b,sailor_multitask_8head,sailor_multitask_8head,sailor_multitask_8head,table3_checkpoint,sailor_7b,20260523,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,sailor_multitask_8head,external_predictions;metrics,sailor_multitask_8head:20260523,ord_external_f1,q1b_external_retention_v1,evaluation_only,sail/Sailor-7B,b8b49a0f02073e58db2e42e5811955dfe87ca970,b8b49a0f02073e58db2e42e5811955dfe87ca970,vncorenlp_rdrsegmenter,locked-v1,sailor_multitask_8head:20260523,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_vistral_multitask_8head_20260521,q1b_vistral_multitask_8head_20260521,Q1b,vistral_multitask_8head,vistral_multitask_8head,vistral_multitask_8head,table3_checkpoint,vistral_7b,20260521,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,vistral_multitask_8head,external_predictions;metrics,vistral_multitask_8head:20260521,ord_external_f1,q1b_external_retention_v1,evaluation_only,Viet-Mistral/Vistral-7B-Chat,d331b64e61b935cc43c2b3010ae9fb4fde599b45,d331b64e61b935cc43c2b3010ae9fb4fde599b45,vncorenlp_rdrsegmenter,locked-v1,vistral_multitask_8head:20260521,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_vistral_multitask_8head_20260522,q1b_vistral_multitask_8head_20260522,Q1b,vistral_multitask_8head,vistral_multitask_8head,vistral_multitask_8head,table3_checkpoint,vistral_7b,20260522,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,vistral_multitask_8head,external_predictions;metrics,vistral_multitask_8head:20260522,ord_external_f1,q1b_external_retention_v1,evaluation_only,Viet-Mistral/Vistral-7B-Chat,d331b64e61b935cc43c2b3010ae9fb4fde599b45,d331b64e61b935cc43c2b3010ae9fb4fde599b45,vncorenlp_rdrsegmenter,locked-v1,vistral_multitask_8head:20260522,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_vistral_multitask_8head_20260523,q1b_vistral_multitask_8head_20260523,Q1b,vistral_multitask_8head,vistral_multitask_8head,vistral_multitask_8head,table3_checkpoint,vistral_7b,20260523,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,vistral_multitask_8head,external_predictions;metrics,vistral_multitask_8head:20260523,ord_external_f1,q1b_external_retention_v1,evaluation_only,Viet-Mistral/Vistral-7B-Chat,d331b64e61b935cc43c2b3010ae9fb4fde599b45,d331b64e61b935cc43c2b3010ae9fb4fde599b45,vncorenlp_rdrsegmenter,locked-v1,vistral_multitask_8head:20260523,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_vipragsent_full_phobert_20260521,q1b_vipragsent_full_phobert_20260521,Q1b,vipragsent_full_phobert,vipragsent_full_phobert,Full ViPragSent PhoBERT,table3_checkpoint,phobert_base,20260521,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,vipragsent_full_phobert,external_predictions;metrics,vipragsent_full_phobert:20260521,ord_external_f1,q1b_external_retention_v1,evaluation_only,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,vipragsent_full_phobert:20260521,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_vipragsent_full_phobert_20260522,q1b_vipragsent_full_phobert_20260522,Q1b,vipragsent_full_phobert,vipragsent_full_phobert,Full ViPragSent PhoBERT,table3_checkpoint,phobert_base,20260522,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,vipragsent_full_phobert,external_predictions;metrics,vipragsent_full_phobert:20260522,ord_external_f1,q1b_external_retention_v1,evaluation_only,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,vipragsent_full_phobert:20260522,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_vipragsent_full_phobert_20260523,q1b_vipragsent_full_phobert_20260523,Q1b,vipragsent_full_phobert,vipragsent_full_phobert,Full ViPragSent PhoBERT,table3_checkpoint,phobert_base,20260523,,polarity;emotion,external_test,table3_checkpoint_training,model_weights;tokenizer;runtime_profile,vipragsent_full_phobert,external_predictions;metrics,vipragsent_full_phobert:20260523,ord_external_f1,q1b_external_retention_v1,evaluation_only,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,vipragsent_full_phobert:20260523,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q1b_azure_gpt41_mini,q1b_azure_gpt41_mini,Q1b,azure_gpt41_mini,azure_gpt41_mini,azure_gpt41_mini,dedicated_prompts,azure,,,polarity;emotion,external_test,azure_prompted_baselines,azure_deployment;prompt_manifest,azure_gpt41_mini,external_predictions;metrics,azure_gpt41_mini:dedicated_prompts,ord_external_f1,q1b_external_retention_v1,azure,,,,azure_prompt_protocol,locked-v1,azure_gpt41_mini:dedicated_prompts,,,NOT_APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_full_20260521,q2_full_20260521,Q2,full_phobert,full_phobert,full_phobert,full,phobert_base,20260521,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,full_phobert,metrics;predictions;history,full_phobert:20260521,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,full_phobert:20260521,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_full_20260522,q2_full_20260522,Q2,full_phobert,full_phobert,full_phobert,full,phobert_base,20260522,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,full_phobert,metrics;predictions;history,full_phobert:20260522,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,full_phobert:20260522,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_full_20260523,q2_full_20260523,Q2,full_phobert,full_phobert,full_phobert,full,phobert_base,20260523,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,full_phobert,metrics;predictions;history,full_phobert:20260523,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,full_phobert:20260523,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_emotion_auxiliary_20260521,q2_no_emotion_auxiliary_20260521,Q2,no_emotion_auxiliary_phobert,no_emotion_auxiliary_phobert,no_emotion_auxiliary_phobert,no_emotion_auxiliary,phobert_base,20260521,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_emotion_auxiliary_phobert,metrics;predictions;history,no_emotion_auxiliary_phobert:20260521,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_emotion_auxiliary_phobert:20260521,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_emotion_auxiliary_20260522,q2_no_emotion_auxiliary_20260522,Q2,no_emotion_auxiliary_phobert,no_emotion_auxiliary_phobert,no_emotion_auxiliary_phobert,no_emotion_auxiliary,phobert_base,20260522,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_emotion_auxiliary_phobert,metrics;predictions;history,no_emotion_auxiliary_phobert:20260522,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_emotion_auxiliary_phobert:20260522,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_emotion_auxiliary_20260523,q2_no_emotion_auxiliary_20260523,Q2,no_emotion_auxiliary_phobert,no_emotion_auxiliary_phobert,no_emotion_auxiliary_phobert,no_emotion_auxiliary,phobert_base,20260523,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_emotion_auxiliary_phobert,metrics;predictions;history,no_emotion_auxiliary_phobert:20260523,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_emotion_auxiliary_phobert:20260523,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_polarity_auxiliary_20260521,q2_no_polarity_auxiliary_20260521,Q2,no_polarity_auxiliary_phobert,no_polarity_auxiliary_phobert,no_polarity_auxiliary_phobert,no_polarity_auxiliary,phobert_base,20260521,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_polarity_auxiliary_phobert,metrics;predictions;history,no_polarity_auxiliary_phobert:20260521,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_polarity_auxiliary_phobert:20260521,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_polarity_auxiliary_20260522,q2_no_polarity_auxiliary_20260522,Q2,no_polarity_auxiliary_phobert,no_polarity_auxiliary_phobert,no_polarity_auxiliary_phobert,no_polarity_auxiliary,phobert_base,20260522,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_polarity_auxiliary_phobert,metrics;predictions;history,no_polarity_auxiliary_phobert:20260522,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_polarity_auxiliary_phobert:20260522,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_polarity_auxiliary_20260523,q2_no_polarity_auxiliary_20260523,Q2,no_polarity_auxiliary_phobert,no_polarity_auxiliary_phobert,no_polarity_auxiliary_phobert,no_polarity_auxiliary,phobert_base,20260523,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_polarity_auxiliary_phobert,metrics;predictions;history,no_polarity_auxiliary_phobert:20260523,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_polarity_auxiliary_phobert:20260523,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_rationale_20260521,q2_no_rationale_20260521,Q2,no_rationale_phobert,no_rationale_phobert,no_rationale_phobert,no_rationale,phobert_base,20260521,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_rationale_phobert,metrics;predictions;history,no_rationale_phobert:20260521,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_rationale_phobert:20260521,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_rationale_20260522,q2_no_rationale_20260522,Q2,no_rationale_phobert,no_rationale_phobert,no_rationale_phobert,no_rationale,phobert_base,20260522,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_rationale_phobert,metrics;predictions;history,no_rationale_phobert:20260522,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_rationale_phobert:20260522,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_rationale_20260523,q2_no_rationale_20260523,Q2,no_rationale_phobert,no_rationale_phobert,no_rationale_phobert,no_rationale,phobert_base,20260523,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_rationale_phobert,metrics;predictions;history,no_rationale_phobert:20260523,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_rationale_phobert:20260523,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_uncertainty_weighting_20260521,q2_no_uncertainty_weighting_20260521,Q2,no_uncertainty_weighting_phobert,no_uncertainty_weighting_phobert,no_uncertainty_weighting_phobert,no_uncertainty_weighting,phobert_base,20260521,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_uncertainty_weighting_phobert,metrics;predictions;history,no_uncertainty_weighting_phobert:20260521,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_uncertainty_weighting_phobert:20260521,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_uncertainty_weighting_20260522,q2_no_uncertainty_weighting_20260522,Q2,no_uncertainty_weighting_phobert,no_uncertainty_weighting_phobert,no_uncertainty_weighting_phobert,no_uncertainty_weighting,phobert_base,20260522,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_uncertainty_weighting_phobert,metrics;predictions;history,no_uncertainty_weighting_phobert:20260522,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_uncertainty_weighting_phobert:20260522,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_uncertainty_weighting_20260523,q2_no_uncertainty_weighting_20260523,Q2,no_uncertainty_weighting_phobert,no_uncertainty_weighting_phobert,no_uncertainty_weighting_phobert,no_uncertainty_weighting,phobert_base,20260523,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs;table3_checkpoint_training,model_weights;tokenizer;runtime_profile,no_uncertainty_weighting_phobert,metrics;predictions;history,no_uncertainty_weighting_phobert:20260523,macro_prag_f1_dev,q2_ablation_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_uncertainty_weighting_phobert:20260523,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_multitask_bundle_20260521,q2_no_multitask_bundle_20260521,Q2,no_multitask,no_multitask,no_multitask,no_multitask,phobert_base,20260521,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs,model_weights;tokenizer;runtime_profile,independent_checkpoint_bundle,bundle_metrics;predictions,no_multitask_bundle:20260521,macro_prag_f1_dev,q2_ablation_v1,component_bundle,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_multitask_bundle:20260521,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_multitask_bundle_20260522,q2_no_multitask_bundle_20260522,Q2,no_multitask,no_multitask,no_multitask,no_multitask,phobert_base,20260522,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs,model_weights;tokenizer;runtime_profile,independent_checkpoint_bundle,bundle_metrics;predictions,no_multitask_bundle:20260522,macro_prag_f1_dev,q2_ablation_v1,component_bundle,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_multitask_bundle:20260522,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q2_no_multitask_bundle_20260523,q2_no_multitask_bundle_20260523,Q2,no_multitask,no_multitask,no_multitask,no_multitask,phobert_base,20260523,,pragmatic;polarity;emotion,dev;external_test,phobert_jobs,model_weights;tokenizer;runtime_profile,independent_checkpoint_bundle,bundle_metrics;predictions,no_multitask_bundle:20260523,macro_prag_f1_dev,q2_ablation_v1,component_bundle,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,no_multitask_bundle:20260523,,,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_32_20260521,q3_phobert_pragmatic_finetune_32_20260521,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260521,32,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:32:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:32:20260521,data/processed/q3_low_resource_sarcasm/budget_32_masks.csv,87FB2F9B2130E45AAB9F3D8E9300844107E194AFD916AEEAF6F814119D84284B,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_32_20260522,q3_phobert_pragmatic_finetune_32_20260522,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260522,32,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:32:20260522,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:32:20260522,data/processed/q3_low_resource_sarcasm/budget_32_masks.csv,87FB2F9B2130E45AAB9F3D8E9300844107E194AFD916AEEAF6F814119D84284B,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_32_20260523,q3_phobert_pragmatic_finetune_32_20260523,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260523,32,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:32:20260523,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:32:20260523,data/processed/q3_low_resource_sarcasm/budget_32_masks.csv,87FB2F9B2130E45AAB9F3D8E9300844107E194AFD916AEEAF6F814119D84284B,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
q3_phobert_pragmatic_finetune_64_20260521,q3_phobert_pragmatic_finetune_64_20260521,Q3,phobert_pragmatic_finetune,phobert_pragmatic_finetune,PhoBERT pragmatic fine-tune,q3_budgeted,phobert_base,20260521,64,sarcasm;rationale;other_tasks,dev;test,q3_low_resource,model_weights;tokenizer;runtime_profile,phobert_pragmatic_finetune,q3_metrics;thresholds;mask_provenance,phobert_pragmatic_finetune:64:20260521,sarcasm_dev_f1,q3_low_resource_masked_v1,trainable,vinai/phobert-base,01daacda68afe13d83023d16ec647239e344a1e6,01daacda68afe13d83023d16ec647239e344a1e6,vncorenlp_rdrsegmenter,locked-v1,phobert_pragmatic_finetune:64:20260521,data/processed/q3_low_resource_sarcasm/budget_64_masks.csv,6B7CA4E4D9A20137567D8353F3FFEFE653AC60B8D180FD3EDA490D51C96E9568,APPLICABLE,True,NOT_STARTED,PENDING_USER_APPROVAL,RESOLVED,RESOLVED
