sample_id,source_row,adjudication_required,disagreement_fields,adjudicated_fields_recorded
fresh_visobert_04686,2031,0,,none
fresh_visobert_10171,2032,0,,none
fresh_visobert_06915,2033,1,mocking|emotion,"mocking,emotion"
fresh_visobert_01827,2034,0,,none
fresh_visobert_10917,2035,0,,none
fresh_visobert_07035,2036,0,,none
fresh_visobert_05695,2037,0,,none
fresh_visobert_05950,2038,0,,none
fresh_visobert_05844,2039,0,,none
fresh_visobert_03071,2040,0,,none
fresh_visobert_05177,2041,0,,none
fresh_visobert_01571,2042,0,,none
fresh_visobert_06155,2043,1,emotion,emotion
fresh_visobert_02430,2044,1,emotion,emotion
fresh_visobert_01889,2045,0,,none
fresh_visobert_04801,2046,0,,none
fresh_visobert_00658,2047,0,,none
fresh_visobert_10629,2048,0,,none
fresh_visobert_03947,2049,0,,none
fresh_visobert_02623,2050,0,,none
fresh_visobert_00944,2051,0,,none
fresh_visobert_06566,2052,0,,none
fresh_visobert_06218,2053,0,,none
fresh_visobert_06131,2054,0,,none
fresh_visobert_00480,2055,0,,none
fresh_visobert_03804,2056,1,mocking,mocking
fresh_visobert_08263,2057,0,,none
fresh_visobert_10884,2058,0,,none
fresh_visobert_11707,2059,0,,none
fresh_visobert_04869,2060,1,polarity,polarity
fresh_visobert_11593,2061,1,polarity,polarity
fresh_visobert_07420,2062,1,emotion,emotion
fresh_visobert_06617,2063,0,,none
fresh_visobert_05269,2064,0,,none
fresh_visobert_03458,2065,1,polarity,polarity
fresh_visobert_10400,2066,0,,none
fresh_visobert_01092,2067,0,,none
fresh_visobert_05499,2068,0,,none
fresh_visobert_02758,2069,0,,none
fresh_visobert_02866,2070,0,,none
fresh_visobert_05271,2071,0,,none
fresh_visobert_02405,2072,0,,none
fresh_visobert_11255,2073,1,emotion,emotion
fresh_visobert_02706,2074,0,,none
fresh_visobert_02445,2075,0,,none
fresh_visobert_11545,2076,0,,none
fresh_visobert_04350,2077,0,,none
fresh_visobert_05576,2078,0,,none
fresh_visobert_03240,2079,0,,none
fresh_visobert_11757,2080,1,implicit_sentiment|mocking|polarity,"implicit_sentiment,mocking,polarity"
fresh_visobert_07630,2081,0,,none
fresh_visobert_03840,2082,0,,none
fresh_visobert_11269,2083,0,,none
fresh_visobert_04302,2084,1,mocking,mocking
fresh_visobert_00051,2085,0,,none
fresh_visobert_05791,2086,0,,none
fresh_visobert_09221,2087,0,,none
fresh_visobert_02357,2088,1,code_switching,code_switching
fresh_visobert_02665,2089,0,,none
fresh_visobert_09044,2090,1,implicit_sentiment,implicit_sentiment
fresh_visobert_02259,2091,1,code_switching,code_switching
fresh_visobert_02904,2092,0,,none
fresh_visobert_09372,2093,0,,none
fresh_visobert_03303,2094,0,,none
fresh_visobert_03570,2095,1,mocking|emotion,"mocking,emotion"
fresh_visobert_10383,2096,0,,none
fresh_visobert_11271,2097,0,,none
fresh_visobert_09182,2098,1,emotion,emotion
fresh_visobert_06902,2099,0,,none
fresh_visobert_09329,2100,0,,none
fresh_visobert_06094,2101,1,sarcasm,sarcasm
fresh_visobert_02070,2102,0,,none
fresh_visobert_06075,2103,0,,none
fresh_visobert_08670,2104,0,,none
fresh_visobert_07869,2105,0,,none
fresh_visobert_10490,2106,0,,none
fresh_visobert_01395,2107,0,,none
fresh_visobert_03088,2108,0,,none
fresh_visobert_06980,2109,0,,none
fresh_visobert_04252,2110,0,,none
fresh_visobert_02032,2111,0,,none
fresh_visobert_05671,2112,0,,none
fresh_visobert_07294,2113,1,emotion,emotion
fresh_visobert_06246,2114,0,,none
fresh_visobert_11257,2115,1,polarity|emotion,"polarity,emotion"
fresh_visobert_03805,2116,0,,none
fresh_visobert_10208,2117,0,,none
fresh_visobert_00124,2118,0,,none
fresh_visobert_10534,2119,0,,none
fresh_visobert_05124,2120,0,,none
fresh_visobert_05385,2121,0,,none
fresh_visobert_09456,2122,0,,none
fresh_visobert_09515,2123,0,,none
fresh_visobert_06183,2124,1,mocking,mocking
fresh_visobert_11523,2125,0,,none
fresh_visobert_01883,2126,1,implicit_sentiment|polarity|emotion,"implicit_sentiment,polarity,emotion"
fresh_visobert_02799,2127,1,mocking|polarity,"mocking,polarity"
fresh_visobert_10008,2128,0,,none
fresh_visobert_07606,2129,0,,none
fresh_visobert_08173,2130,0,,none
fresh_visobert_08524,2131,1,mocking,mocking
fresh_visobert_05434,2132,1,code_switching,code_switching
fresh_visobert_11060,2133,0,,none
fresh_visobert_10169,2134,0,,none
fresh_visobert_00809,2135,1,code_switching,code_switching
fresh_visobert_08213,2136,0,,none
fresh_visobert_01548,2137,1,mocking,mocking
fresh_visobert_02226,2138,1,code_switching,code_switching
fresh_visobert_01441,2139,0,,none
fresh_visobert_10528,2140,1,emotion,emotion
fresh_visobert_01743,2141,0,,none
fresh_visobert_05792,2142,0,,none
fresh_visobert_01795,2143,0,,none
fresh_visobert_03655,2144,1,code_switching,code_switching
fresh_visobert_06751,2145,0,,none
fresh_visobert_06396,2146,1,implicit_sentiment,implicit_sentiment
fresh_visobert_11434,2147,0,,none
fresh_visobert_09066,2148,0,,none
fresh_visobert_09783,2149,1,implicit_sentiment,implicit_sentiment
fresh_visobert_01352,2150,0,,none
fresh_visobert_05651,2151,1,emotion,emotion
fresh_visobert_07239,2152,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09036,2153,0,,none
fresh_visobert_02404,2154,0,,none
fresh_visobert_02558,2155,1,emotion,emotion
fresh_visobert_11874,2156,0,,none
fresh_visobert_10267,2157,0,,none
fresh_visobert_08701,2158,1,emotion,emotion
fresh_visobert_08437,2159,0,,none
fresh_visobert_08871,2160,0,,none
fresh_visobert_00615,2161,1,code_switching|emotion,"code_switching,emotion"
fresh_visobert_08706,2162,0,,none
fresh_visobert_01732,2163,1,polarity,polarity
fresh_visobert_03894,2164,0,,none
fresh_visobert_11783,2165,1,code_switching,code_switching
fresh_visobert_00887,2166,0,,none
fresh_visobert_00784,2167,0,,none
fresh_visobert_04496,2168,0,,none
fresh_visobert_02697,2169,0,,none
fresh_visobert_06127,2170,1,emotion,emotion
fresh_visobert_01562,2171,0,,none
fresh_visobert_06521,2172,0,,none
fresh_visobert_07351,2173,0,,none
fresh_visobert_02936,2174,1,polarity,polarity
fresh_visobert_01197,2175,0,,none
fresh_visobert_11306,2176,0,,sarcasm
fresh_visobert_08647,2177,1,implicit_sentiment,implicit_sentiment
fresh_visobert_11763,2178,0,,sarcasm
fresh_visobert_10352,2179,0,,none
fresh_visobert_03344,2180,0,,none
fresh_visobert_09147,2181,1,emotion,emotion
fresh_visobert_09032,2182,0,,none
fresh_visobert_11316,2183,0,,none
fresh_visobert_04986,2184,1,idiom_figurative,idiom_figurative
fresh_visobert_03387,2185,1,idiom_figurative,idiom_figurative
fresh_visobert_09414,2186,0,,none
fresh_visobert_02593,2187,0,,none
fresh_visobert_05137,2188,1,emotion,emotion
fresh_visobert_05670,2189,1,polarity|emotion,"polarity,emotion"
fresh_visobert_02810,2190,1,polarity,polarity
fresh_visobert_05889,2191,0,,none
fresh_visobert_06729,2192,0,,none
fresh_visobert_10740,2193,0,,none
fresh_visobert_07216,2194,0,,none
fresh_visobert_01394,2195,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_05970,2196,1,emotion,emotion
fresh_visobert_06417,2197,0,,none
fresh_visobert_02126,2198,0,,none
fresh_visobert_10703,2199,1,emotion,emotion
fresh_visobert_01790,2200,0,,none
fresh_visobert_03147,2201,1,code_switching|emotion,"code_switching,emotion"
fresh_visobert_02128,2202,0,,none
fresh_visobert_08852,2203,0,,none
fresh_visobert_06267,2204,1,implicit_sentiment|polarity|emotion,"implicit_sentiment,polarity,emotion"
fresh_visobert_04888,2205,0,,none
fresh_visobert_10657,2206,1,emotion,emotion
fresh_visobert_01378,2207,0,,none
fresh_visobert_02493,2208,0,,none
fresh_visobert_06067,2209,1,mocking,mocking
fresh_visobert_04887,2210,0,,none
fresh_visobert_02575,2211,1,code_switching,code_switching
fresh_visobert_01297,2212,1,idiom_figurative,idiom_figurative
fresh_visobert_07471,2213,0,,none
fresh_visobert_08775,2214,1,idiom_figurative,idiom_figurative
fresh_visobert_06572,2215,0,,none
fresh_visobert_04948,2216,0,,none
fresh_visobert_10157,2217,0,,none
fresh_visobert_08421,2218,0,,none
fresh_visobert_01980,2219,0,,none
fresh_visobert_05381,2220,1,mocking|emotion,"mocking,emotion"
fresh_visobert_00617,2221,0,,none
fresh_visobert_02701,2222,0,,none
fresh_visobert_00130,2223,0,,none
fresh_visobert_09907,2224,0,,none
fresh_visobert_01528,2225,0,,none
fresh_visobert_10935,2226,0,,none
fresh_visobert_05474,2227,1,emotion,emotion
fresh_visobert_07588,2228,0,,none
fresh_visobert_04185,2229,0,,none
fresh_visobert_10782,2230,0,,none
fresh_visobert_07162,2231,0,,none
fresh_visobert_11471,2232,0,,none
fresh_visobert_07675,2233,0,,none
fresh_visobert_10761,2234,0,,none
fresh_visobert_06921,2235,1,code_switching,code_switching
fresh_visobert_04830,2236,1,polarity,polarity
fresh_visobert_07429,2237,1,code_switching,code_switching
fresh_visobert_11059,2238,0,,none
fresh_visobert_09047,2239,0,,sarcasm
fresh_visobert_10075,2240,0,,none
fresh_visobert_08738,2241,0,,none
fresh_visobert_08128,2242,1,emotion,emotion
fresh_visobert_02647,2243,0,,none
fresh_visobert_11711,2244,0,,none
fresh_visobert_06341,2245,0,,none
fresh_visobert_07111,2246,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09876,2247,0,,none
fresh_visobert_06099,2248,0,,none
fresh_visobert_06158,2249,0,,none
fresh_visobert_08964,2250,0,,none
fresh_visobert_07090,2251,0,,none
fresh_visobert_01243,2252,0,,none
fresh_visobert_06578,2253,0,,none
fresh_visobert_10666,2254,0,,none
fresh_visobert_10242,2255,0,,none
fresh_visobert_00144,2256,0,,none
fresh_visobert_10247,2257,1,polarity,polarity
fresh_visobert_07986,2258,0,,none
fresh_visobert_08627,2259,1,implicit_sentiment,implicit_sentiment
fresh_visobert_06678,2260,1,idiom_figurative,idiom_figurative
fresh_visobert_03000,2261,0,,none
fresh_visobert_09273,2262,0,,none
fresh_visobert_05609,2263,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11863,2264,1,emotion,emotion
fresh_visobert_11595,2265,0,,none
fresh_visobert_06036,2266,0,,none
fresh_visobert_10532,2267,0,,none
fresh_visobert_07597,2268,0,,none
fresh_visobert_08753,2269,0,,none
fresh_visobert_02350,2270,0,,none
fresh_visobert_01320,2271,0,,none
fresh_visobert_10887,2272,0,,none
fresh_visobert_09814,2273,1,polarity,polarity
fresh_visobert_01246,2274,0,,none
fresh_visobert_01149,2275,0,,none
fresh_visobert_01600,2276,0,,none
fresh_visobert_08425,2277,1,polarity|emotion,"polarity,emotion"
fresh_visobert_11082,2278,0,,none
fresh_visobert_07836,2279,0,,none
fresh_visobert_10196,2280,0,,none
fresh_visobert_10632,2281,1,code_switching,code_switching
fresh_visobert_01900,2282,1,sarcasm,sarcasm
fresh_visobert_04544,2283,1,mocking|emotion,"mocking,emotion"
fresh_visobert_06730,2284,0,,none
fresh_visobert_06738,2285,0,,none
fresh_visobert_10017,2286,0,,none
fresh_visobert_02600,2287,0,,none
fresh_visobert_02705,2288,1,polarity,polarity
fresh_visobert_09801,2289,0,,none
fresh_visobert_01742,2290,1,implicit_sentiment|polarity|emotion,"implicit_sentiment,polarity,emotion"
fresh_visobert_02639,2291,0,,none
fresh_visobert_01322,2292,0,,none
fresh_visobert_06951,2293,0,,none
fresh_visobert_03846,2294,0,,none
fresh_visobert_02632,2295,0,,none
fresh_visobert_01833,2296,1,idiom_figurative|polarity|emotion,"idiom_figurative,polarity,emotion"
fresh_visobert_06631,2297,1,idiom_figurative,idiom_figurative
fresh_visobert_00115,2298,0,,none
fresh_visobert_00557,2299,1,mocking|emotion,"mocking,emotion"
fresh_visobert_07757,2300,0,,none
fresh_visobert_02090,2301,0,,none
fresh_visobert_01051,2302,1,polarity,polarity
fresh_visobert_09116,2303,1,mocking,mocking
fresh_visobert_08015,2304,0,,none
fresh_visobert_00920,2305,0,,none
fresh_visobert_02456,2306,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_08403,2307,1,emotion,emotion
fresh_visobert_02177,2308,1,emotion,emotion
fresh_visobert_00464,2309,0,,none
fresh_visobert_08127,2310,0,,none
fresh_visobert_05457,2311,0,,none
fresh_visobert_00513,2312,0,,none
fresh_visobert_10835,2313,0,,none
fresh_visobert_10431,2314,0,,none
fresh_visobert_01822,2315,0,,none
fresh_visobert_05784,2316,0,,none
fresh_visobert_03187,2317,0,,none
fresh_visobert_11898,2318,0,,none
fresh_visobert_05617,2319,1,code_switching|polarity|emotion,"code_switching,polarity,emotion"
fresh_visobert_01925,2320,0,,none
fresh_visobert_02292,2321,0,,none
fresh_visobert_01095,2322,0,,none
fresh_visobert_02634,2323,1,emotion,emotion
fresh_visobert_11207,2324,1,emotion,emotion
fresh_visobert_04824,2325,0,,none
fresh_visobert_06588,2326,1,polarity,polarity
fresh_visobert_05212,2327,1,emotion,emotion
fresh_visobert_07521,2328,0,,none
fresh_visobert_04423,2329,1,emotion,emotion
fresh_visobert_07605,2330,0,,none
fresh_visobert_08349,2331,0,,none
fresh_visobert_09010,2332,0,,none
fresh_visobert_01983,2333,0,,none
fresh_visobert_09939,2334,0,,none
fresh_visobert_08921,2335,1,polarity,polarity
fresh_visobert_09981,2336,0,,none
fresh_visobert_10256,2337,0,,none
fresh_visobert_03192,2338,1,polarity,polarity
fresh_visobert_07222,2339,0,,none
fresh_visobert_07032,2340,1,polarity,polarity
fresh_visobert_07071,2341,1,code_switching,code_switching
fresh_visobert_08475,2342,1,emotion,emotion
fresh_visobert_05714,2343,0,,none
fresh_visobert_03695,2344,0,,none
fresh_visobert_01249,2345,1,polarity,polarity
fresh_visobert_02443,2346,1,polarity,polarity
fresh_visobert_07148,2347,1,polarity,polarity
fresh_visobert_04593,2348,1,code_switching,code_switching
fresh_visobert_11831,2349,0,,none
fresh_visobert_00318,2350,0,,none
fresh_visobert_01876,2351,1,polarity|emotion,"polarity,emotion"
fresh_visobert_09521,2352,0,,none
fresh_visobert_07608,2353,0,,none
fresh_visobert_10555,2354,1,mocking|emotion,"mocking,emotion"
fresh_visobert_09475,2355,0,,none
fresh_visobert_09263,2356,1,polarity,polarity
fresh_visobert_11570,2357,0,,none
fresh_visobert_10217,2358,0,,none
fresh_visobert_06481,2359,0,,none
fresh_visobert_01791,2360,0,,none
fresh_visobert_11339,2361,0,,none
fresh_visobert_07602,2362,0,,none
fresh_visobert_04069,2363,0,,none
fresh_visobert_10424,2364,0,,none
fresh_visobert_01869,2365,1,mocking|emotion,"mocking,emotion"
fresh_visobert_01682,2366,0,,none
fresh_visobert_06886,2367,0,,none
fresh_visobert_08630,2368,1,emotion,emotion
fresh_visobert_09708,2369,1,emotion,emotion
fresh_visobert_05574,2370,0,,none
fresh_visobert_11777,2371,1,code_switching|polarity|emotion,"code_switching,polarity,emotion"
fresh_visobert_02884,2372,1,polarity,polarity
fresh_visobert_02785,2373,0,,none
fresh_visobert_09448,2374,0,,none
fresh_visobert_05281,2375,1,emotion,emotion
fresh_visobert_03774,2376,0,,none
fresh_visobert_11947,2377,0,,none
fresh_visobert_00565,2378,0,,none
fresh_visobert_09959,2379,1,emotion,emotion
fresh_visobert_11946,2380,0,,none
fresh_visobert_02317,2381,0,,none
fresh_visobert_08604,2382,1,implicit_sentiment|idiom_figurative|polarity|emotion,"implicit_sentiment,idiom_figurative,polarity,emotion"
fresh_visobert_00963,2383,0,,none
fresh_visobert_08793,2384,1,emotion,emotion
fresh_visobert_10166,2385,0,,sarcasm
fresh_visobert_01292,2386,1,polarity,polarity
fresh_visobert_05535,2387,0,,none
fresh_visobert_02822,2388,1,code_switching,code_switching
fresh_visobert_08073,2389,0,,none
fresh_visobert_09615,2390,0,,none
fresh_visobert_02774,2391,0,,none
fresh_visobert_04122,2392,0,,none
fresh_visobert_09349,2393,1,mocking|emotion,"mocking,emotion"
fresh_visobert_07200,2394,0,,none
fresh_visobert_01194,2395,1,code_switching,code_switching
fresh_visobert_01207,2396,0,,none
fresh_visobert_01268,2397,1,idiom_figurative|emotion,"idiom_figurative,emotion"
fresh_visobert_05547,2398,1,polarity,polarity
fresh_visobert_06760,2399,0,,none
fresh_visobert_11295,2400,0,,none
fresh_visobert_10403,2401,1,emotion,emotion
fresh_visobert_01619,2402,1,code_switching,code_switching
fresh_visobert_02947,2403,0,,none
fresh_visobert_07472,2404,1,emotion,emotion
fresh_visobert_00631,2405,1,emotion,emotion
fresh_visobert_09701,2406,0,,none
fresh_visobert_03501,2407,0,,none
fresh_visobert_00344,2408,0,,none
fresh_visobert_01146,2409,0,,none
fresh_visobert_05216,2410,1,implicit_sentiment,implicit_sentiment
fresh_visobert_07939,2411,0,,none
fresh_visobert_07027,2412,1,code_switching,code_switching
fresh_visobert_03818,2413,0,,none
fresh_visobert_11149,2414,0,,none
fresh_visobert_06553,2415,0,,none
fresh_visobert_05538,2416,0,,none
fresh_visobert_06070,2417,1,emotion,emotion
fresh_visobert_06296,2418,1,emotion,emotion
fresh_visobert_05233,2419,0,,none
fresh_visobert_08401,2420,0,,none
fresh_visobert_11817,2421,0,,none
fresh_visobert_08814,2422,1,idiom_figurative,idiom_figurative
fresh_visobert_02302,2423,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11221,2424,0,,none
fresh_visobert_11577,2425,0,,none
fresh_visobert_02763,2426,0,,none
fresh_visobert_11996,2427,0,,none
fresh_visobert_05884,2428,0,,none
fresh_visobert_01969,2429,1,emotion,emotion
fresh_visobert_09055,2430,1,mocking|polarity|emotion,"mocking,polarity,emotion"
fresh_visobert_10605,2431,0,,none
fresh_visobert_03946,2432,0,,none
fresh_visobert_00695,2433,0,,none
fresh_visobert_02208,2434,0,,none
fresh_visobert_05987,2435,0,,none
fresh_visobert_03001,2436,0,,none
fresh_visobert_07555,2437,0,,none
fresh_visobert_00573,2438,1,implicit_sentiment|idiom_figurative,"implicit_sentiment,idiom_figurative"
fresh_visobert_05030,2439,0,,none
fresh_visobert_01264,2440,0,,none
fresh_visobert_01290,2441,0,,none
fresh_visobert_08531,2442,0,,none
fresh_visobert_09661,2443,0,,none
fresh_visobert_11731,2444,0,,none
fresh_visobert_03463,2445,0,,none
fresh_visobert_07587,2446,0,,none
fresh_visobert_04232,2447,0,,none
fresh_visobert_02496,2448,0,,none
fresh_visobert_10184,2449,0,,none
fresh_visobert_05291,2450,0,,none
fresh_visobert_04219,2451,0,,none
fresh_visobert_07492,2452,0,,none
fresh_visobert_10404,2453,0,,none
fresh_visobert_10734,2454,1,emotion,emotion
fresh_visobert_04453,2455,1,emotion,emotion
fresh_visobert_05848,2456,1,emotion,emotion
fresh_visobert_05482,2457,0,,none
fresh_visobert_03421,2458,0,,none
fresh_visobert_06315,2459,0,,none
fresh_visobert_10030,2460,0,,none
fresh_visobert_06624,2461,0,,none
fresh_visobert_02905,2462,0,,none
fresh_visobert_05659,2463,0,,none
fresh_visobert_00629,2464,0,,none
fresh_visobert_02204,2465,0,,none
fresh_visobert_00877,2466,0,,none
fresh_visobert_00538,2467,0,,none
fresh_visobert_06408,2468,1,emotion,emotion
fresh_visobert_09213,2469,0,,none
fresh_visobert_00575,2470,0,,none
fresh_visobert_11321,2471,0,,none
fresh_visobert_03059,2472,0,,none
fresh_visobert_06434,2473,0,,none
fresh_visobert_01804,2474,0,,none
fresh_visobert_06449,2475,0,,none
fresh_visobert_02954,2476,1,code_switching,code_switching
fresh_visobert_09439,2477,0,,none
fresh_visobert_10456,2478,0,,none
fresh_visobert_10241,2479,0,,none
fresh_visobert_09770,2480,0,,none
fresh_visobert_02999,2481,1,emotion,emotion
fresh_visobert_09120,2482,1,polarity,polarity
fresh_visobert_11058,2483,0,,none
fresh_visobert_00785,2484,1,implicit_sentiment|mocking,"implicit_sentiment,mocking"
fresh_visobert_11477,2485,0,,none
fresh_visobert_04920,2486,0,,none
fresh_visobert_04053,2487,0,,none
fresh_visobert_07424,2488,0,,none
fresh_visobert_08472,2489,0,,none
fresh_visobert_06637,2490,0,,none
fresh_visobert_00226,2491,0,,none
fresh_visobert_01210,2492,0,,none
fresh_visobert_05728,2493,1,polarity,polarity
fresh_visobert_07766,2494,1,mocking|polarity,"mocking,polarity"
fresh_visobert_01017,2495,0,,none
fresh_visobert_01887,2496,0,,none
fresh_visobert_10645,2497,0,,none
fresh_visobert_10567,2498,1,mocking|emotion,"mocking,emotion"
fresh_visobert_10337,2499,0,,none
fresh_visobert_00030,2500,1,polarity,polarity
fresh_visobert_03472,2501,0,,none
fresh_visobert_10879,2502,0,,none
fresh_visobert_09360,2503,1,polarity|emotion,"polarity,emotion"
fresh_visobert_10925,2504,1,implicit_sentiment,implicit_sentiment
fresh_visobert_06497,2505,0,,none
fresh_visobert_10654,2506,1,polarity,polarity
fresh_visobert_05904,2507,0,,none
fresh_visobert_05294,2508,0,,none
fresh_visobert_04201,2509,0,,none
fresh_visobert_10265,2510,0,,none
fresh_visobert_11979,2511,0,,none
fresh_visobert_01764,2512,0,,none
fresh_visobert_04184,2513,0,,none
fresh_visobert_00716,2514,1,mocking|emotion,"mocking,emotion"
fresh_visobert_01214,2515,0,,none
fresh_visobert_01524,2516,1,code_switching,code_switching
fresh_visobert_04286,2517,0,,none
fresh_visobert_05776,2518,1,implicit_sentiment,implicit_sentiment
fresh_visobert_04112,2519,0,,none
fresh_visobert_07407,2520,0,,sarcasm
fresh_visobert_10845,2521,0,,none
fresh_visobert_09271,2522,0,,none
fresh_visobert_08416,2523,0,,none
fresh_visobert_09540,2524,0,,none
fresh_visobert_00319,2525,0,,none
fresh_visobert_02919,2526,1,mocking|emotion,"mocking,emotion"
fresh_visobert_11215,2527,0,,none
fresh_visobert_06488,2528,1,code_switching|polarity,"code_switching,polarity"
fresh_visobert_08774,2529,0,,none
fresh_visobert_09483,2530,0,,none
fresh_visobert_09324,2531,0,,none
fresh_visobert_03850,2532,1,idiom_figurative|polarity,"idiom_figurative,polarity"
fresh_visobert_04305,2533,0,,none
fresh_visobert_05490,2534,1,polarity,polarity
fresh_visobert_07789,2535,1,sarcasm|code_switching|mocking,"sarcasm,code_switching,mocking"
fresh_visobert_02197,2536,1,polarity,polarity
fresh_visobert_09177,2537,0,,none
fresh_visobert_08776,2538,0,,none
fresh_visobert_03350,2539,0,,none
fresh_visobert_09793,2540,0,,none
fresh_visobert_07641,2541,0,,none
fresh_visobert_11851,2542,0,,none
fresh_visobert_02858,2543,0,,none
fresh_visobert_10254,2544,1,emotion,emotion
fresh_visobert_10401,2545,1,emotion,emotion
fresh_visobert_06852,2546,1,mocking,mocking
fresh_visobert_09505,2547,1,mocking,mocking
fresh_visobert_02098,2548,0,,none
fresh_visobert_05589,2549,0,,none
fresh_visobert_02167,2550,0,,none
fresh_visobert_07176,2551,0,,none
fresh_visobert_02638,2552,0,,none
fresh_visobert_01557,2553,0,,none
fresh_visobert_03811,2554,0,,none
fresh_visobert_05918,2555,1,emotion,emotion
fresh_visobert_04401,2556,0,,none
fresh_visobert_05571,2557,0,,none
fresh_visobert_02007,2558,0,,none
fresh_visobert_09148,2559,1,code_switching,code_switching
fresh_visobert_11034,2560,0,,none
fresh_visobert_09296,2561,1,polarity|emotion,"polarity,emotion"
fresh_visobert_06868,2562,0,,none
fresh_visobert_11397,2563,1,mocking|emotion,"mocking,emotion"
fresh_visobert_07181,2564,0,,none
fresh_visobert_09167,2565,1,emotion,emotion
fresh_visobert_08708,2566,0,,none
fresh_visobert_02842,2567,0,,none
fresh_visobert_02617,2568,0,,none
fresh_visobert_11691,2569,0,,none
fresh_visobert_03467,2570,0,,none
fresh_visobert_05099,2571,0,,none
fresh_visobert_00411,2572,0,,none
fresh_visobert_01080,2573,1,idiom_figurative,idiom_figurative
fresh_visobert_06256,2574,0,,none
fresh_visobert_03031,2575,1,emotion,emotion
fresh_visobert_03828,2576,1,emotion,emotion
fresh_visobert_11891,2577,0,,none
fresh_visobert_05063,2578,1,mocking|emotion,"mocking,emotion"
fresh_visobert_06456,2579,1,implicit_sentiment|code_switching|mocking,"implicit_sentiment,code_switching,mocking"
fresh_visobert_08781,2580,0,,none
fresh_visobert_09954,2581,0,,none
fresh_visobert_10011,2582,1,sarcasm,sarcasm
fresh_visobert_05926,2583,0,,none
fresh_visobert_10463,2584,0,,none
fresh_visobert_00137,2585,1,polarity,"sarcasm,polarity"
fresh_visobert_10278,2586,0,,none
fresh_visobert_06697,2587,0,,none
fresh_visobert_00962,2588,1,polarity|emotion,"polarity,emotion"
fresh_visobert_11748,2589,0,,none
fresh_visobert_11781,2590,0,,none
fresh_visobert_08442,2591,0,,none
fresh_visobert_07535,2592,1,implicit_sentiment,implicit_sentiment
fresh_visobert_03757,2593,1,implicit_sentiment|polarity|emotion,"implicit_sentiment,polarity,emotion"
fresh_visobert_00036,2594,0,,none
fresh_visobert_06389,2595,0,,none
fresh_visobert_10434,2596,0,,none
fresh_visobert_07768,2597,0,,none
fresh_visobert_05821,2598,0,,none
fresh_visobert_04471,2599,1,mocking|emotion,"mocking,emotion"
fresh_visobert_02358,2600,0,,none
fresh_visobert_11922,2601,0,,none
fresh_visobert_11064,2602,1,emotion,emotion
fresh_visobert_07701,2603,0,,none
fresh_visobert_04187,2604,1,emotion,emotion
fresh_visobert_01741,2605,0,,none
fresh_visobert_03596,2606,1,emotion,emotion
fresh_visobert_07072,2607,0,,none
fresh_visobert_07076,2608,0,,none
fresh_visobert_08246,2609,0,,none
fresh_visobert_00854,2610,0,,none
fresh_visobert_09659,2611,0,,none
fresh_visobert_11497,2612,0,,none
fresh_visobert_07797,2613,0,,none
fresh_visobert_09894,2614,1,emotion,emotion
fresh_visobert_09809,2615,0,,none
fresh_visobert_10744,2616,1,mocking|polarity|emotion,"mocking,polarity,emotion"
fresh_visobert_08584,2617,1,code_switching|mocking|emotion,"code_switching,mocking,emotion"
fresh_visobert_06356,2618,1,emotion,emotion
fresh_visobert_09610,2619,0,,none
fresh_visobert_05326,2620,1,mocking,mocking
fresh_visobert_03692,2621,1,polarity|emotion,"polarity,emotion"
fresh_visobert_10965,2622,0,,none
fresh_visobert_07275,2623,0,,none
fresh_visobert_01950,2624,0,,none
fresh_visobert_11594,2625,1,code_switching,code_switching
fresh_visobert_11529,2626,0,,none
fresh_visobert_11942,2627,1,polarity|emotion,"polarity,emotion"
fresh_visobert_01953,2628,1,polarity|emotion,"polarity,emotion"
fresh_visobert_07488,2629,0,,none
fresh_visobert_11573,2630,0,,none
fresh_visobert_07936,2631,1,mocking|emotion,"mocking,emotion"
fresh_visobert_04982,2632,0,,none
fresh_visobert_01911,2633,0,,none
fresh_visobert_03675,2634,0,,none
fresh_visobert_08277,2635,1,implicit_sentiment,implicit_sentiment
fresh_visobert_01284,2636,1,emotion,emotion
fresh_visobert_11625,2637,0,,none
fresh_visobert_04179,2638,1,polarity|emotion,"polarity,emotion"
fresh_visobert_01421,2639,0,,none
fresh_visobert_08703,2640,0,,none
fresh_visobert_10460,2641,0,,none
fresh_visobert_01014,2642,0,,none
fresh_visobert_08166,2643,0,,none
fresh_visobert_01135,2644,0,,none
fresh_visobert_05117,2645,0,,none
fresh_visobert_10296,2646,0,,none
fresh_visobert_01315,2647,1,polarity,polarity
fresh_visobert_11266,2648,0,,none
fresh_visobert_06342,2649,0,,none
fresh_visobert_04551,2650,0,,none
fresh_visobert_05349,2651,1,implicit_sentiment,implicit_sentiment
fresh_visobert_01988,2652,0,,none
fresh_visobert_08624,2653,0,,sarcasm
fresh_visobert_08484,2654,0,,none
fresh_visobert_07392,2655,0,,none
fresh_visobert_06752,2656,0,,none
