id,comment,label
train_007778,bộ 3 lỗ chất đẹp mát đáng với giá bỏ ra . tuy nhiên shop giao nhầm màu 1 bộ. mà bộ đó trùng với bộ mình đã mua. bộ cộc peppa pig chất nóng bí với giá đó thì chỉ mua đc thế thôi. vì con mình thích peppa nên mới chọn. shop giao hàng nhanh. ,neutral
train_014268,Sản phẩm ghi tặng túi cầm tay nhưng khi nhận lại ko có chưa biết sản phẩm ntn nhưng ban đầu ko có ấn tượng tốt,neutral
train_005054,Sạc nhìn dễ thương hơi to và nặng chưa sạc thử nên ko biết thế nào.  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
train_012210, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn . Minh k biết kiểm tra còn hạng bao nhiêu tháng ,positive
train_011945,Giao hang không đúng size không cho kiem tra hang truoc..đưa tiền mới dc xem hàng..mất lòng tin luôn..haizzz..,negative
train_014291,- Son mau trôi gây khô môi lõi son dễ gãy.- Chất lượng sản phẩm kém.,negative
train_014863,Tạm đc chứ hok ưng ý cho lắm tiền nào của nấy thui!,neutral
train_015025,"Hàng đóng gói rất gọn hàng đẹp lắm mình rất ưng cảm on shop nhé
",positive
train_007613,Shop đã liên lạc để khắc phục thiếu sót. Album ảnh shop nên để lại thông tin là cỡ 5x7 thì vừa xinh shop nhé!,positive
train_006305," Chất lượng sản phẩm tuyệt vờitôt
 Đóng gói sản phẩm rất đẹp và chắc chắn",positive
train_013001,Boss tư vấn tận tình dth :v❤️,positive
train_002153, Chất lượng sản phẩm rất tệkhông đáng tiền,neutral
train_005104," Đóng gói sản phẩm rất đẹp và chắc chắn 
Thời gian giao hàng rất nhanh
",positive
train_011360,Giao nhầm hàng. Đã liên lạc gửi đổi trả nhưng hơn tuần nay chưa thấy hồi âm gì.,negative
train_014575,Tệ hơn cả tưởng tượng,neutral
train_007051, Thời gian giao hàng rất chậm Chất lượng sản phẩm kém Chất lượng sản phẩm kém Chất lượng sản phẩm kém Chất lượng sản phẩm kém Chất lượng sản phẩm kém Chất lượng sản phẩm kém Chất lượng sản phẩm kém,negative
train_001668,"Hàng giao nhanh, chất lượng tốt. Mình rất hài lòng. Đánh giá 5 sao :))
",positive
train_010726,Quá tuyệt vời! Lâu nay bỏ ko uống do giờ uống lại biết liền. Sữa về nhiều con bú thoải mái ko mất ngủ đêm nữa,positive
train_012572," Chất lượng sản phẩm rất kém
Mới mang 1 ngày Đứt luôn quai trái ",positive
train_002940,"""Bức hình nào là nhỏ xíu. Và 950 chưa bjo là cái đt có camera cùi.""",positive
train_003258,Giao hang nham cho minh roi mình chọn b04 và b11 là màu  sao shop gui cho mình  B03b08 màu xanh và màu tím,positive
train_013195,Mình dùng  sp này rồi .  Ok. Nên mua thêm Đóng gói sản phẩm rất đẹp và chắc chắn,positive
train_002676,That's perfect ,positive
train_014390,Sẹo vs thâm bình thường che được hết. Ko nhìn thấy vết gì luôn. Sẹo vs thâm mầu đâm cũng che được rất nhiều chỉ còn thấy mờ mờ .  Mình có mấy cái sẹo ở chân bị bọ chó cắn mới thành sẹo nên thâm lắm. Bôi thấy che tương đối.  Rất đáng Tiên 👍👍👍 Shop phục vụ rất tốt,neutral
train_009323,Chất lượng sản phẩm kémkhông đáng tiền. Size quá bé so với miêu tả mặc không vừa.,negative
train_008369," Đồ xinh y hình
Shop gửi hàng đúng mẫu e chọn
mua đã rẻ hơn bên ngoài rồi lại còn đc giảm thêm 7% thích quá",positive
train_014160, Sản phẩm y hình. Shop phục vụ tốt.,positive
train_006639,Nhu trong hình,positive
train_006703, Chất lượng sản phẩm tuyệt vời .mùi ok,positive
train_008343,Mua hàng của shop vẫn yên tâm dùng ko biết là chai thứ mấy rồi. Shop cứ bán hàng chuẩn là ủng hộ hoài à,positive
train_006462,Sản phẩm cùng Size với loại khác nhưng kích thước nhỏ hơn. Mềm nhưng thấm hút không tốt lắm.,neutral
train_007399,Tủ k lạnh lắm của đóng k được chặt k như mong đợi ,negative
train_006012,Trước khi đặt mua mình cũng ko kỳ vọng gì chỉ là buộc phải mua vì loại áo khoác mỏng này cho bé không dễ kiếm. Tuy nhiên  dù đã chuẩn bị tinh thần nhưng sản phẩm còn tệ hơn mình nghĩ nữa. Mới giặt lẫn đầu mà phần cổ đã bị giãn gấp đôi so với kích thước ban đầu. Áo còn bị rách 1 lỗ nữa. Ngoài ra phần lưng áo cũng không giống hình.,negative
train_005716,Hàng hết nhưng shop kh thông báo để mình huỷ đơn hàng đến lúc lấy hàng về rồi mình mới biết thiếu 1 đôi giày. Mặc dù đã thanh toán đủ nhưng mk lại kh đổi thành tiền mặt được và chậm chễ hàng của khách đặt🙁Hi vọng shop sẽ rút kinh nghiệm🙁,positive
train_013403,Bộ màu xanh này k giống hình cho lắm,positive
train_014603,Tiền nào giầy nấy . Cũng ok.  Thời gian giao hàng rất nhanh,positive
train_010752,Thời gian giao hàng rất nhanh tẩy siêu đẹp lần sau sẽ lại ủng hộ shop,positive
train_011460,Giày ổn với giá tiền đóng gói không kèm hộp nên mong shop khắc phục lần sau sợ móp giày á. Shop phục vụ tận tình nên cho shop 5 sao.,neutral
train_003324,Mỏng   Đóng gói sản phẩm kém,negative
train_000865, Đóng gói sản phẩm rất đẹp và chắc chắn. Mới dùng thử thì khá ổn. Sẽ tiếp tục ủng hộ shop.,positive
train_002030,Đưa cho mình toàn màu rất là xấu,negative
train_011370,Hơi cứng mặn  ngọt tí xíu nữa là ok,positive
train_005022,Giao sai size. Rõ ràng là đặt size M mà lại giao XL. Bao bọc xấu.,negative
train_005387,kiểu dáng và chất lượng trong tầm giá có thể nói 9/10. tiếp tục duy trì nữa nhé. chưa rõ lắm về thông tin có được bảo hành hay không,positive
train_011024,Nghe gọi bị rè. Hay mất sóng,neutral
train_007525,"Quánh Mascara dòi, cũng đẹp nè :3
Phấn thì chưa quánh nên chưa nhận xét đc, mà cái gương chắc để trưng thoi ha, chứ hông thấy gì hết ráo :))
Đc tặng bịch gì đó hông rõ, thấy ghi lotion chắc dưỡng da mặt hả ta? Hông rành mí này :')
Có thư cảm ơn đồ, nhìn cưng :*
Để coi xài ổn mơi mốt ủng hộ shop típ nè",neutral
train_008836,Giày chiếc to chiếc nhỏ ,negative
train_011424,giao hàng đẹp. gói kỹ nhìn rất là bắt mắc. cho 5 sao lun,positive
train_006817,"Cũng khá ok so với giá tiền.
Giao hàng nhanh shop cũng nhiệt tình. ",positive
train_006438, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm chắc chắn hơn,positive
train_011481, Chất lượng sản phẩm rất kém ip không nhận phụ kiện đúng chất lượng sản phẩm giá 1k,negative
train_014058,đặt size 41 giao 39 .mới đầu ko để ý .h ngta mang ko được .shop ko uy tín gì cả .,negative
train_004296,"""Nói thật là mình thấy iphone vẫn trên cơ""",negative
train_009619,Thời gian giao hàng rất nhanh. góp ý nhỏ cho shop là với những set đồ cho bé trai thì ko nên bỏ áo hồng. mình mua 2 combo áo gile có lọt 1 áo viền hồng nhưng không sao. mình mua bộ khinh khí cầu màu xanh nhưng shop giao màu đỏ. có mũ len mình rất thích dày dặn và co giãn tốt.,neutral
train_005139,k nên mua phí tiền,negative
train_006001, Chất lượng sản phẩm tuyệt vời.  Mình kg bik chính hãng hay không nhưng 99k mua đc đồng hồ thế này thì wa ưng ý luôn.  Đúng như wcao.  Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,positive
train_012415,không giống như trong hình&quot;!!,negative
train_009145, Chất lượng sản phẩm tạm được.  Đóng gói sản phẩm được ko có phiếu bảo hành. ,positive
train_002696,Tôi đã mua sản phẩm này của TIKI. Ngay buổi tối hôm đó khi mở ra và lấy 1 ít để sử dụng thử thì tôi thấy có vấn đề ngay. Không biết là do cận hạn sử dụng hay sữa RM  là hàng giả mà khi cho ra tay thì SRM bị lỏng chảy ra nhìn nghiêng trên mặt sữa hơi ánh bóng trắng gần giống xà cừ mùi không giống sp tương tự đã từng mua trong Nowzone. Tôi đã từng mua nhầm 1 sản phẩm sữa RM bò bị giả của Thailand tại VN với giá 30k trong khi mua tại Thailand khoảng 100k (tính ra tiền đồng VN) tình trạng y chang như vậy. Do vậy tôi có thể nói sp Sữa Rửa Mặt Enesti Daytoday Gạo Và Sữa Tươi (160g) đã mua của TIKI là sp giả. TIKI nên xem lại các sp của nhà cung cấp trên TIKI để tránh mất uy tín với khách hàng.,negative
train_000996,tra hàng,neutral
train_002475, Đóng gói sản phẩm rất đẹp và chắc chắn.Tuy nhiên thời gian vận chuyển chậm. shop phục vụ nhiệt tình.,positive
train_007709,"Ko chụp đc
",negative
train_000960,Mật lỏg  rót ly nhỏ để vào tủ lạnh chỉ bị  đặc lại chứ ko thấy lắg đườg  tạm đc đág với giá tiền !,positive
train_010952,50 gói có 1 gói bioaqua còn k có mặt nạ toàn chất dịch không à,negative
train_015745,Hàng hở keo . Đứt chỉ ko như hình ..,negative
train_011495,tốt lémmmmm  Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời,positive
train_014112,Đẹp lắm àk nghen ,positive
train_001821,Tuyệt vời ông mặt trời... ,positive
train_008801," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh. 
Thấm giày và êm đẹp. ",positive
train_008856,tôi đông bực bội về cái đt 6300 nây lừa rạt ng mua hàng mua về k dám sài sợ nó nổ bó tay cái điện đt nầy,negative
train_013754,Ốp khá đẹp rẻ mà phí ship quá mắc khuyên shop nên tạo combo ốp với các phụ kiện khác sử dụng lâu ko biết lớp simili giả da có bị ố hay nứt ko,neutral
train_009727, Chất lượng sản phẩm rất kémNhái ,negative
train_013553,Chất lượng sp giống mô tả hợp giá tiền đẹp lắm shop,positive
train_004694,Dưỡng ẩm vừa thấm nhanh hồng môi nhẹ,positive
train_002350, Chất lượng sản phẩm tuyệt vời ko có gì để chê,positive
train_011102,Size 37 rộng như size 38 ,neutral
train_004583,Dầu dừa nhanh khô không bết dính. Nếu có tác dụng tốt thì quá ok. Bôi tầm 5 phút thì còn phản phát chút mùi dầu dừa chứ ko mỡ như dầu dừa nguyên chất,neutral
train_014743,Khi tôi mua phải giầy lởm phản hồi và được câu trả lời tuyệt vời 😁😁,negative
train_005114,Chọn size l cho bé 6 tuổi. Nhưng sp quá nhỏ cỡ bé 3 tuổi. Mặc ko vừa. Hàng của Trung Quốc. Không đáng tiền. Chất lượng sản phẩm kém.,negative
train_000321, Chất lượng sản phẩm rất kém ..quá yếu chỉ sôi ụt ụt ..trứng còn ko chín..quá sai lầm,negative
train_005342,"Mới nhận được hàng.
Shop đóng gói đẹp,rất cẩn thận.Có tặng kèm 1 viên pin.
Ngoại hình đồng hồ đẹprất thích hợp với con gái.Do mới nhận nên chưa biết máy móc thế nào nhưng vẫn đánh giá 5sao cho shop.",positive
train_015881,Hàng Ko giống hình,negative
train_008081,Thấy được bán bởi Tiki trading tưởng được giao hàng nhanh không ngờ ở hcm mà mất hơn 1 tuần mới giao đến.,negative
train_015015,Quảng cáo là sữa tắm gội toàn thân mà nhận hàng chỉ là sữa tắm mới hay!!!Cảm ơn Shop đã có quà tặng nhưng toàn tiếng nước ngoài nên chẳng biết nó là cái gì nữa???,neutral
train_005939,Sản phẩm khác hình trong shop. Chiếu lụa điều hoà ko ưng ý,neutral
train_001507,"""Ôi, kết cái cách dịch của anh note7 này quá.""",positive
train_004532," Chất lượng sản phẩm tuyệt vời 😍😍😍  
Đóng gói sản phẩm rất đẹp và chắc chắn 
Shop phục vụ rất tốt
 Rất đáng tiền",positive
train_014809,Đang sử dụng dc 4ngày. Hết 1tuýp mình sẽ cho kết quả ở bl Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn,positive
train_003039,Mua hàng ko đọc kỹ. Sau khi nhận thì gãy. Bằng nhựa. Sau đọc đánh giá  mới thấy ai mua cũng bị gãy hết mà shop vẫn bán cho khách. Nt thì ko trả lời ,negative
train_003384,Máy ko xây đc lừa đảo,negative
train_014935, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh. Còn được shop tặng quà nữa 🤗🤗🤗,positive
train_014014,Đồng hồ bị rớt viên đá trong kính ,neutral
train_010272,Ưng lắm í.,positive
train_009384,Shop nên chấn chỉnh lại giao hàng sai,neutral
train_008208,Tại sao mình đã hạ kim r mà khi đạp máy ko may vậy,negative
train_015412,"Hình thức ok.
Bền hay ko phải chờ thời gian kiểm chứng!",positive
train_012961,Đôi giày nhìn xi da  ko xứng đáng với số  tiền bỏ ra!,negative
train_013047,sản phẩm không đúng như model quảng cáo. 0986789606,negative
train_012832,"Chủ shop rất có tâm nhaa. Mình thì cần hàng sớm để 
đem tặng sinh nhật GHTK lại lỗi nên hàng bị chậm T__T may cũng nhờ bạn chủ shop gọi điện nhắn tin giục giã người ta mình mới nhận được hàng vào gần sát giờ G =)) Cảm ơn bạn nhiềuuu",neutral
train_000297,Dịch vụ bên Tiki vô cùng tệ tôi mua 2 bình giữ nhiệt màu đen cùng với Milo 1 đơn hàng của tôi mà tách làm 3 lần giao đặt hàng từ ngày 18/03 mà tới 28/03 mới nhận được hoàn chỉnh đơn hàng. Tôi nhập địa chỉ ở công ty mà phải đi 3 lần vô cùng phiền phức lần tách đơn hàng của tôi gửi tin nhắn xin lỗi và thông báo mà chẳng ghi ngày nào sẽ giao hàng.,negative
train_014376, Thời gian giao hàng rất nhanh rất đáng tiền Sp đúng mô tả. Tiếc là shop ở xa ko thì có thể quay lại mua hàng nhiều.,positive
train_003518,mua hah nhan giao hat de,neutral
train_012819,Đặt size 38 mà giày gửi về phảichân size 40 41 mới đi vừa. Làm ăn kiêu gì ko biết . Quá chán!,negative
train_000481,Máy dùng yếu lực hút k hết được cái nhỏ gọn thôi giao hàng nhanh,negative
train_007738, Chất lượng sản phẩm tuyệt vời giày đẹp chắc chắn. Đóng gói sản phẩm rất đẹp và chắc chắn. Chủ shop tư vấn nhiệt tình nhưng bị gửi thiếu tất 😭. Nhưng ksao giày đẹp đáng tiền ,positive
train_005146," Chất lượng sản phẩm tuyệt vời !
Lần thứ 2 mua giày của shop càng ưng hơn ❤️❤️❤️ sẽ còn tiếp tục",positive
train_008382,họp ko có tem niêm yết,negative
train_000378, Máy đẹp nhìn ok so với tầm tiền,positive
train_006670, Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Shop phục vụ rất tốt,positive
train_014609, Chất lượng sản phẩm tuyệt vời. Ốp rất đẹp ạ!,positive
train_015298, Chất lượng sản phẩm tuyệt vời... Giày đẹp lắm ,positive
train_012838, Shop phục vụ rất tốt Rất đáng tiền. Mà 1 cái bị hết mực,neutral
train_003527,Hàng bị vỡ 1 chút nhưng vẫn dùng được.thời gian đợi lâu qias,neutral
train_006208,Sản phẩm được nhưng không đáng với tầm tiền như giày giá rẻ chứ không được SF,neutral
train_005619,Mình dùng thì mặt bị rát một lúc rồi hết  mình tưởng chỉ có lần đầu tiên bị vậy nhưng lần nào cũng vậy hết nên hơi thất vọng một chút. Được cái là làm da mình không bị đổ dầu nhiều nx nên nói chung là một sản phẩm khá ổn .,neutral
train_002508,Quá tệ mua 3 mà chỉ giao có 1 gọi điện thì ko nghe,negative
train_009160,Shop tương tác tốt với khách hàng nhiệt tình.,positive
train_002454,Đồng hồ về nhà mình kiểm tra bị vỡ mặt,negative
train_012101,Mẫu còn nhiều chỗ bị xa xảy nứt mẻ nhiều,neutral
train_009626,Khô gà vụn nát nhiều ít lá chanh,neutral
train_008951, Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắnsp rất đẹp Chất lượng sản phẩm tuyệt vời Rất đáng tiền,positive
train_007492,Shop gói hàng kĩ wá tr lun phía ngoài cửa hộp k bị móp méo j hết bomb cũng k bị trầy xước j hết vẫn nguyên vẹn ,positive
train_005443,Hình thức đẹp chất lượng để time mới biết. ,positive
train_009103, Thời gian giao hàng rất nhanh giày hơi lỗi,positive
train_013282,Hàng trung quốc ko ok lắm Chất lượng sản phẩm kém,negative
train_011766,Date xoá nhẹ cũng nhoè cả date. Sợ hàng giả,neutral
train_013934,Như đồng hồ đồ chơi siêu tệ chứ ko phải tệ. Dây mỏng hư dây chỉ đểu đeo ko dc tuần sẽ đứt. 19k mà cộng ship lên 80k ko đáng đồng tiền,negative
train_007559,Tôi mua hồi tháng 07 năm ngoái đến bây giờ đã bị lỗi dính phím spacebar!,negative
train_003541,Cứng đẹp 1 đầu là viết 1 đầu là tự vệ và phá kính,positive
train_012129, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Trân châu rất ngon shop nhé!,positive
train_012786, Đóng gói sản phẩm rất đẹp và chắc chắn...chưa biết sử dụng ntn...chủ shop nhiệt tih ,positive
train_010695,Như shit ngta vậy á.. Hg làm được trò chống gì hit,negative
train_012223,Chất liệu đúng với giá tiền tiếc là không trả giá đc mang có đc ngày mà xẹp r Chất lượng sản phẩm kém,negative
train_002286,Ấn tượng đầu tiên là chai 10ml nên rất nhỏ. Tuy nhiên thiết kế màu xanh đậm nhìn rất thiên nhiên. Tiki gói hàng kĩ nhưng Serum vẫn thoát ra mùi trà rất thơm điều này làm mình tin vào chất lượng sản phẩm nhất! Mình dùng thêm vào các loại mặt nạ tự làm mùi hương dễ chịu và diệt khuẩn hơn.So với giá đã giảm thì giá vậy là ổn không quá đắt nhưng thực sự chưa là rẻ khi đã giảm gần 50% @.@ mỗi lần dùng hay bị tràn ra miệng chai phải lấy cẩn thận thì mới tiết kiệm được,neutral
train_004233,"Theo ý kiến của tôi , giữa giáo viên và học sinh nên có phương pháp dạy văn để hiểu hơn , chân thực hơn và gắn thêm những sự kiện có tính chất đời thường ... để các em có cách đọc , hiểu và nhớ lâu hơn tác phẩm , để phản ánh tính cách nhân vật trong quá trình học tập của các em bây giờ và sau này .",negative
train_008879, Thời gian giao hàng rất nhanh. HÀI LÒNG ,positive
train_004824,Thiếu hàng hơn nửa tháng rồi.bảo gửi lại ko thấy gửi.làm ăn rất kém,negative
train_001437,Giày đẹp lắm shop ơiii,positive
train_003625, Chất lượng sản phẩm rất kém mùi hôi khó chịu để nhiều ngày không hết  đế đúc liền nhưng các viền không đều  sắc nét . kiểu đúc dép nhựa rẻ tiền chứ không phải làm bằng máy . phần vải thì mỏng không được như trong hình  . ,negative
train_010369, Chất lượng sản phẩm kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm kém Chất lượng sản phẩm kém,negative
train_011141,Đóng gói cẩn thận. Hàng nhận dc rất ưng ý,positive
train_005440,Hộp đựng giày hơi xấu nhưng giày thì ok,neutral
train_014623,Ko bk tả đầu cọ như thế nào chỉ có thể ns là sờ rất sướng máy đc đóng gói cẩn thận và nhìn sang choảnh. Da sau dùng cũng láng mịn hơn chút có khi dùng lâu hơn da sẽ đẹp ^.^,positive
train_007373,Sp k như tưởng tượng màu xanh lá k giống những người mua lần trước  kiểu kể cũng k giống ảnh  mềm và dễ hỏng hơn tưởng tượng  nói chung mọi người có tiền thì mua loại tốt hơn vì ở đây k đúng mặt hàng  99k cũng là đắt.,neutral
train_010592,Giá tiền đúng sản phẩm giao hàng hơi chậm,positive
train_014462,Đẹp và chắc chắn 😘😘😘,positive
train_008259,Giao hàng chưa nhanh lắm. Shop phục vụ rất tốt,positive
train_011091," Chất lượng sản phẩm tuyệt vời
 Đóng gói sản phẩm rất đẹp và chắc chắn
Đồ cực kì cute 
Ko chê dc",positive
train_011207,Nhìn chất vải trog hình thì đẹp nhưg lấy về kô đc như vậy quần bị rách mà vẫn gửi cho khách hàg thật là kô ưg ,neutral
train_002026,Đặt 10 món mà giao thiếu không báo thiếu không trừ tiền hàng. Làm việc thiếu trung thực.,negative
train_013241,Shop phục vụ rất kém. Đã giao sai size nt cũng ko giải quyết cho khách. Nhận đồ thì không đúng size cho bé mình. Mọi người đừng mua của shop kẻo mang bực vào người,negative
train_002303," Chất lượng sản phẩm tuyệt vời

Mình pha 1 gói trà sữa + 1m sữa đặc + 1 gói trà Phúc Long túi lọc + sương sáo thay thạch & trân châu các loại. Bao ghiền nha kkkk",positive
train_014303,Sản phẩm chất lượng tốt . Đã từng mua hàng trên tiki chất lượng tốt giao hành nhanh nhưng riêng sản phẩm này tôi đặt hàng từ ngày 22/02 nhưng đến ngày 07/03 mới có hàng. 2 tuần cho 1 sản phẩm vận chuyển trong nước là quá chậm. Rất không hài lòng,negative
train_015744,Đang dùng để biết chất lượng . Giao hàng nhanh,positive
train_011926,Da mua 2 lần rồi. Ok,positive
train_014128,K nhu mong muon. That vong,negative
train_002550,"Mình đang dung Note 3, gần năm vẫn chạy tốt chỉ hư phần cảm ứng khi không dùng bút. nhưng đã đặt cọc note 7 đang trong chờ ngày ra mắt....",neutral
train_010501,Chất vải ko đc ưng ý. Chất lượng vải chỉ vừa với giá sale thôi. Chứ bán giá gốc mà chất vải như vậy thì sẽ trả hàng.,negative
train_002240,Khô gà ngọt hợp với mình cơm cháy ko giòn chiên chưa bung hẳn hơi ỉu còn về mùi vị thì ngon và thơm. Cơm chiên giòn bung đều nữa là ok,neutral
train_009481,giao hang ko dung hinh mau. dang hinh khac ma giao do khac,negative
train_006598,Giởm...xài 2 ngày hư,negative
train_010387,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. Vải đẹp mịn các con rất thích vất luôn balo cũ,positive
train_014137,Treo dau de ban thịt cho vai ni long . Moi nguoi dung bi lua. Đạt hang 6 ngay moi nhan Dc that vong vi tat ca Chất lượng sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền Thời gian giao hàng rất chậm,negative
train_011436, Shop phục vụ rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém,negative
train_001384,giao hàng quá chậm,negative
train_004855,Đã mua shop lần 2 giao hàg cực nhah..  Chất lượng sản phẩm tuyệt vời,positive
train_001886,Khô heo rất vụn và ướt bết lạu với nhau. Quá cay mở ra ăn thấy toàn là vỏ ớt thôi cay ko thể nào ăn được. Mua về cả tuần rồi mà vẫn để đó ko ăn vì quá cay. Cảm giác như trong một kg khô phải có tới 4 lạng ớt.,negative
train_006839,Đóng gói gọn gàng giao hàng cực kỳ nhanh. Chất lượng sp mình sẽ cập nhật sau khi dùng ☺️,positive
train_002637, Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,positive
train_004695,Thời gian giao hàng chậm không giống với hình,negative
train_008038,Thơm lâu mùn không nam tính lắm ,neutral
train_000474, Đóng gói sản phẩm rất kém Shop phục vụ rất kém. Mình đặt 3 ốp 3 màu giao 2 màu. Mua 1 miếng kính cường lực thì mặt kính hơi trầy. Nt cho shop thì ko thấy trả lời. Buôn bán điêu vãi. Mọi người đừng mua nha!!!,negative
train_001468,Chất lượng sản phẩm tuyệt vời. Shop phục vụ rất tốt. Rất đáng tiền. Thời gian giao hàng rất nhanh. Đóng gói sản phẩm rất đẹp và chắc chắn,positive
train_009948," Chất lượng sản phẩm tuyệt vời.  Rất đáng tiền. Giá rẻ chính hãng 500ml, tẩy trang một phát sạch cực luôn í =)))  mềm da, nhất định mua lại 👍

",positive
train_004755,Sản phẩm rất đẹp luôn thích cái mặt dã man luôn đẹp đẹp vô cùng dây thép khá chắc chắn dùng mấy ngày rồi có tiếp xúc nước mà không thất sản phẩm có vấn đề gì cả. Rất đáng tiền Thời gian giao hàng rất nhanh,positive
train_012760,K như mong muốn,negative
train_007457,Giao 3 thì hỏng cả 2 không thèm Test trước không có lần mua thứ 2. Làm ăn mất uy tín. Chất lượng sản phẩm rất kém.,negative
train_002166,Hàng chưa sử dụng nhưng ko sử dụng được.  Mua 9 chiếc về phí tiền ko dùng dc cái nào sạc điện 3 giờ dùng chưa được 10 phút hết điện. ,negative
train_014048,giao hang chậm 7- 8 ngay,negative
train_007118,"""Ai đã xài qua Windows 10 ,sẽ không bỏ nó,để về Windows 7 hay 8 nữa.Bởi xài nó rất MƯỢT, nhanh,giao điện lại quá đẹp,tiện lợi.Chỉ trừ những máy quá củ, cấu hình quá yếu,mới không xài được thôi.""",positive
train_002918,"Chất lượng tốt. Giao hàng quá nhanh. Vừa đặt tối hôm trc sáng hôm sau đã nhận được hàng.
Giảm đc 15 độ so vs tản stock",positive
train_002223, Chất lượng sản phẩm tuyệt vời nhưng ít thật!,positive
train_011695,Hàng rất đẹp rất ưng ý sẽ ủng hộ shop dài dài,positive
train_010122,sản phẩm hơi cũ bị xước nhẹ,neutral
train_008199,Đóng gói k chắc chắn ,positive
train_001174, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Ốp cầm chắc tay và nặng dù là silicon. Hình con mèo yêu y như hình.,positive
train_001310,Đúng mẫu đúng như hìh ok lắm ,positive
train_013881, Đóng gói sản phẩm rất đẹp và chắc chắn. Nhưng chai tinh dầu bên trong bị đổ. Hiện tại sp dùng ok vì đang thử.,positive
train_000842, Chất lượng sản phẩm rất kém pin không đúng như quảng cáo hình ảnh và sẽ không có lần thứ 2 mua của shope nữa,negative
train_003584,Máy mới sử dụng mà loa đã rè rẹt. Điện thoại thì không thể nghe được. Quá tệ,negative
train_012902,Giao hang qua lau .may chay hoi yeu .,negative
train_002559,Ăn rất ngon. Mình nhận 3 hủ thì 2 hủ ổn còn 1 hủ hơi nát không biết là do vận chuyển hay là do cửa hàng nữa. Nhưng mình vẫn tặng cho cửa hàng 5 sao ,positive
train_001346, Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
train_010767,Toàn vỏ :(,negative
train_013184, Chất lượng sản phẩm kém. Ko có pin kèm theo như trong mặt hàng đã ghi chú,negative
train_001121,Sử dụng ổn,positive
train_015084,Hình 1 loại nhãn mác 1 loại mà gửi lại loại khác là sao???,negative
train_012322,"Chất lượng sản phẩm tuyệt vời
Link youtube review sản phẩm mua của shop: 
https://www.youtube.com/watch?v=-D6o5tSvZK0",neutral
train_014256,Đặt kiểu này giao hang bán kiểu khác. Ko co tâm. Haizz,negative
train_007344,Đóng gói sản phẩm rất đẹp và chắc chắn. Chất lượng sản phẩm tuyệt vời. Thời gian giao hàng rất nhanh.  Shop phục vụ rất tốt. Rất đáng tiền. Sẽ ủng hộ dài dài,positive
train_007888,Dép mang êm thoải mái sẽ ủng hộ shop lâu dài mặc dù hàng order nên chờ hơi lâu 😄,positive
train_004990,Giảm giá mà lại lấy lại bỉm khuyễn mãi hãng cho Thời gian giao hàng rất nhanh,neutral
train_004528,Hàng đẹp như hình. Chất lượng thì dùng 1 thời gian mới biết đc,positive
train_010230, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh. Giày rất đẹp nhưng sao dạo nay shopee tính phí cao vay nhi?,positive
train_013891,Rất đẹp . hàng chuẩn như ảnh ,positive
